ts,datetime_utc,equity,B&H BTC (OOS)
1628582399999,2021-08-10 07:59,10344.4436181900000000,11065.3579203200000000
1628596799999,2021-08-10 11:59,10302.0765201975000000,10920.1561404470000000
1628611199999,2021-08-10 15:59,10313.9120428275000000,10876.9724881262000000
1628625599999,2021-08-10 19:59,10365.0816919575000000,10956.4427383262000000
1628639999999,2021-08-10 23:59,10398.8224224525000000,10977.9382369106000000
1628654399999,2021-08-11 03:59,10461.7324369650000000,10978.0995856004000000
1628668799999,2021-08-11 07:59,10576.2415407375000000,11161.9865199950000000
1628683199999,2021-08-11 11:59,10528.3045432200000000,11059.5975312752000000
1628697599999,2021-08-11 15:59,10675.7032819350000000,11187.6987582188000000
1628711999999,2021-08-11 19:59,10939.4261600700000000,11185.7673903200000000
1628726399999,2021-08-11 23:59,10737.0318869400000000,10960.1200435400000000
1628740799999,2021-08-12 03:59,10810.9565482800000000,11060.3007225800000000
1628755199999,2021-08-12 07:59,10724.0433509775000000,10895.7274671734000000
1628769599999,2021-08-12 11:59,10604.5452661800000000,10777.4733266864000000
1628783999999,2021-08-12 15:59,10468.7483165625000000,10643.4888930386000000
1628798399999,2021-08-12 19:59,10472.0342597100000000,10685.6635140008000000
1628812799999,2021-08-12 23:59,10523.8107720200000000,10692.3293822600000000
1628827199999,2021-08-13 03:59,10587.8240796350000000,10800.2788803044000000
1628841599999,2021-08-13 07:59,10784.6625965825000000,11102.8076736794000000
1628855999999,2021-08-13 11:59,10836.7090280525000000,11111.2267038218000000
1628870399999,2021-08-13 15:59,10815.4861022225000000,11163.8889896210000000
1628884799999,2021-08-13 19:59,10809.9573040550000000,11188.6235029484000000
1628899199999,2021-08-13 23:59,11027.2136152700000000,11511.3545972000000000
1628913599999,2021-08-14 03:59,10969.3015253300000000,11448.7416728000000000
1628927999999,2021-08-14 07:59,11034.8921490500000000,11467.0728105128000000
1628942399999,2021-08-14 11:59,10968.8009139425000000,11215.1448928106000000
1628956799999,2021-08-14 15:59,11029.7092346525000000,11305.3267694618000000
1628971199999,2021-08-14 19:59,11031.4017729200000000,11326.8294926144000000
1628985599999,2021-08-14 23:59,11031.2860562525000000,11335.1979507794000000
1628999999999,2021-08-15 03:59,10996.8109908275000000,11288.5513221014000000
1629014399999,2021-08-15 07:59,10851.7900744100000000,11015.9707721048000000
1629028799999,2021-08-15 11:59,10912.8909049175000000,11059.4747136158000000
1629043199999,2021-08-15 15:59,10924.5008958050000000,11118.3140052260000000
1629057599999,2021-08-15 19:59,10958.8883988800000000,11160.1924188920000000
1629071999999,2021-08-15 23:59,11028.0210520250000000,11312.3948053508000000
1629086399999,2021-08-16 03:59,10994.0379791150000000,11404.8211145228000000
1629100799999,2021-08-16 07:59,11064.3393248975000000,11393.3171937590000000
1629115199999,2021-08-16 11:59,11071.7682135725000000,11443.1907962330000000
1629129599999,2021-08-16 15:59,10950.1949685125000000,11160.7294451282000000
1629143999999,2021-08-16 19:59,10917.0929137025000000,11100.2742584306000000
1629158399999,2021-08-16 23:59,10861.5317155175000000,11054.1092676326000000
1629172799999,2021-08-17 03:59,10950.8049604100000000,11178.3020031800000000
1629187199999,2021-08-17 07:59,10881.7328141975000000,11065.2351026606000000
1629201599999,2021-08-17 11:59,10958.1973681025000000,11282.4393374042000000
1629215999999,2021-08-17 15:59,10831.6143103700000000,11012.8593914000000000
1629230399999,2021-08-17 19:59,10777.5609103775000000,10949.0447804894000000
1629244799999,2021-08-17 23:59,10683.02187585,10763.8405664930000000
1629259199999,2021-08-18 03:59,10684.8577947940000000,10850.4944456732000000
1629273599999,2021-08-18 07:59,10702.9969015300000000,10825.3384992008000000
1629287999999,2021-08-18 11:59,10731.1005217780000000,10776.0356376146000000
1629302399999,2021-08-18 15:59,10887.9719812900000000,11034.5330960000000000
1629316799999,2021-08-18 19:59,10778.6788877860000000,10813.2493884128000000
1629331199999,2021-08-18 23:59,10785.4148251060000000,10766.0898153926000000
1629345599999,2021-08-19 03:59,10719.0823280020000000,10607.5538908118000000
1629359999999,2021-08-19 07:59,10761.9370863460000000,10755.1855337894000000
1629374399999,2021-08-19 11:59,10735.7701514740000000,10648.0789020350000000
1629388799999,2021-08-19 15:59,10911.1271389540000000,11024.7991944452000000
1629403199999,2021-08-19 19:59,10957.7829004900000000,11248.8619526000000000
1629417599999,2021-08-19 23:59,11007.5785669780000000,11261.0522073428000000
1629431999999,2021-08-20 03:59,10976.8300982260000000,11331.8818739756000000
1629446399999,2021-08-20 07:59,10970.1536533540000000,11278.5982753112000000
1629460799999,2021-08-20 11:59,10978.1892257380000000,11299.9974463196000000
1629475199999,2021-08-20 15:59,11120.9219980900000000,11732.5178953172000000
1629489599999,2021-08-20 19:59,11154.6961021780000000,11724.2770711904000000
1629503999999,2021-08-20 23:59,11194.2987319060000000,11877.9942087818000000
1629518399999,2021-08-21 03:59,11210.8514745940000000,11758.9574067398000000
1629532799999,2021-08-21 07:59,11213.3728946500000000,11786.9068529162000000
1629547199999,2021-08-21 11:59,11109.8497853860000000,11680.3781866178000000
1629561599999,2021-08-21 15:59,11137.4373941620000000,11843.9207369612000000
1629575999999,2021-08-21 19:59,11062.0121509060000000,11795.2030653992000000
1629590399999,2021-08-21 23:59,11076.4703022820000000,11757.4402474178000000
1629604799999,2021-08-22 03:59,11089.3965710740000000,11749.7653478000000000
1629619199999,2021-08-22 07:59,11152.5529914340000000,11847.2994266894000000
1629633599999,2021-08-22 11:59,11166.8685015940000000,11832.1350580376000000
1629647999999,2021-08-22 15:59,11058.3670316740000000,11686.3360471934000000
1629662399999,2021-08-22 19:59,11036.4527438980000000,11715.5329354790000000
1629676799999,2021-08-22 23:59,11073.1701976900000000,11857.9460320268000000
1629691199999,2021-08-23 03:59,11185.1057181220000000,12103.7691896000000000
1629705599999,2021-08-23 07:59,11246.5845457540000000,12072.4747683470000000
1629719999999,2021-08-23 11:59,11326.8552986500000000,12136.2436236590000000
1629734399999,2021-08-23 15:59,11280.7187613700000000,11929.8906903518000000
1629748799999,2021-08-23 19:59,11289.4496697220000000,11858.0592169286000000
1629763199999,2021-08-23 23:59,11330.7515425060000000,11918.0616640190000000
1629777599999,2021-08-24 03:59,11333.3140654180000000,11880.0869253704000000
1629791999999,2021-08-24 07:59,11346.1633073140000000,11985.7992154622000000
1629806399999,2021-08-24 11:59,11327.0945231860000000,11903.8870612106000000
1629820799999,2021-08-24 15:59,11129.3704931380000000,11634.3504626156000000
1629835199999,2021-08-24 19:59,11097.8174058100000000,11618.0855514080000000
1629849599999,2021-08-24 23:59,11009.3343438640000000,11481.0138189494000000
1629863999999,2021-08-25 03:59,11046.6051677320000000,11553.7218733142000000
1629878399999,2021-08-25 07:59,11110.8684301420000000,11594.3359875452000000
1629892799999,2021-08-25 11:59,11016.7388719240000000,11455.9686491894000000
1629907199999,2021-08-25 15:59,11206.6230456760000000,11757.5895551606000000
1629921599999,2021-08-25 19:59,11170.4790958060000000,11716.5660487316000000
1629935999999,2021-08-25 23:59,11202.7986119380000000,11793.9122758808000000
1629950399999,2021-08-26 03:59,11073.0333091360000000,11538.2757465026000000
1629964799999,2021-08-26 07:59,10946.2777675600000000,11292.6307949450000000
1629979199999,2021-08-26 11:59,10934.3306249440000000,11279.1786489566000000
1629993599999,2021-08-26 15:59,10906.9715324200000000,11270.5356572000000000
1630007999999,2021-08-26 19:59,10874.8021952200000000,11304.1901040650000000
1630022399999,2021-08-26 23:59,10880.4553364200000000,11281.1003840978000000
1630036799999,2021-08-27 03:59,10953.9804377200000000,11275.8890622362000000
1630051199999,2021-08-27 07:59,11030.7929483200000000,11435.1209535536000000
1630065599999,2021-08-27 11:59,11083.6873010200000000,11427.9903047402000000
1630079999999,2021-08-27 15:59,11174.3242733200000000,11603.9904188498000000
1630094399999,2021-08-27 19:59,11210.2235381200000000,11630.2444996886000000
1630108799999,2021-08-27 23:59,11317.3010534200000000,11817.1705691060000000
1630123199999,2021-08-28 03:59,11219.9948570200000000,11764.9345328306000000
1630137599999,2021-08-28 07:59,11214.3193382200000000,11788.2963782000000000
1630151999999,2021-08-28 11:59,11267.2647398200000000,11722.0037403968000000
1630166399999,2021-08-28 15:59,11317.8730808200000000,11754.8514438128000000
1630180799999,2021-08-28 19:59,11298.8255474200000000,11716.5154767542000000
1630195199999,2021-08-28 23:59,11346.0136121200000000,11775.1356231290000000
1630209599999,2021-08-29 03:59,11250.4542671200000000,11614.2589384514000000
1630223999999,2021-08-29 07:59,11312.2702892200000000,11675.1355582940000000
1630238399999,2021-08-29 11:59,11289.3318506200000000,11598.0445992212000000
1630252799999,2021-08-29 15:59,11287.9122716200000000,11673.8953407530000000
1630267199999,2021-08-29 19:59,11320.2884630200000000,11751.9977393738000000
1630281599999,2021-08-29 23:59,11294.3479295200000000,11744.4263919002000000
1630295999999,2021-08-30 03:59,11291.1444362200000000,11550.8585361176000000
1630310399999,2021-08-30 07:59,11357.9247890200000000,11542.7573869760000000
1630324799999,2021-08-30 11:59,11343.1506779200000000,11536.1011514744000000
1630339199999,2021-08-30 15:59,11398.4562769600000000,11564.2480691816000000
1630353599999,2021-08-30 19:59,11458.6646083600000000,11708.8237198106000000
1630367999999,2021-08-30 23:59,11418.9275851600000000,11314.5838495154000000
1630382399999,2021-08-31 03:59,11511.1505698600000000,11354.9860430792000000
1630396799999,2021-08-31 07:59,11582.4686803600000000,11502.0252714644000000
1630411199999,2021-08-31 11:59,11666.4231418600000000,11552.1758157194000000
1630425599999,2021-08-31 15:59,11524.1575498600000000,11414.3358708422000000
1630439999999,2021-08-31 19:59,11418.5646424500000000,11390.9475353894000000
1630454399999,2021-08-31 23:59,11424.3641071800000000,11342.9956680566000000
1630468799999,2021-09-01 03:59,11430.3155347950000000,11329.2111919310000000
1630483199999,2021-09-01 07:59,11475.0426416220000000,11359.8818921294000000
1630497599999,2021-09-01 11:59,11551.2299170830000000,11490.4780032914000000
1630511999999,2021-09-01 15:59,11598.3737970120000000,11436.3370892006000000
1630526399999,2021-09-01 19:59,11666.7707765670000000,11595.6412262000000000
1630540799999,2021-09-01 23:59,11720.5653811140000000,11754.7069524488000000
1630555199999,2021-09-02 03:59,11779.8707833470000000,11935.4945470856000000
1630569599999,2021-09-02 07:59,11759.6389054770000000,12004.1351695538000000
1630583999999,2021-09-02 11:59,11796.0222686940000000,12058.6421284334000000
1630598399999,2021-09-02 15:59,11793.5498306070000000,11930.5481260580000000
1630612799999,2021-09-02 19:59,11874.9088641330000000,11882.2278057470000000
1630627199999,2021-09-02 23:59,11879.5699773540000000,11859.7329085616000000
1630641599999,2021-09-03 03:59,11958.9654653910000000,11915.1670203602000000
1630655999999,2021-09-03 07:59,12017.2583611440000000,11873.8135919834000000
1630670399999,2021-09-03 11:59,12087.5626544760000000,12081.7438893476000000
1630684799999,2021-09-03 15:59,12113.6910359400000000,12173.7126425336000000
1630699199999,2021-09-03 19:59,12113.7401417850000000,12168.4266668006000000
1630713599999,2021-09-03 23:59,12127.8649808070000000,12040.9491609116000000
1630727999999,2021-09-04 03:59,12128.7928669920000000,12107.9666637242000000
1630742399999,2021-09-04 07:59,12097.1846838150000000,12086.2592444726000000
1630756799999,2021-09-04 11:59,12033.3127017330000000,12017.7823788836000000
1630771199999,2021-09-04 15:59,12041.7837112440000000,12010.6998938582000000
1630785599999,2021-09-04 19:59,11949.8052487770000000,12035.0924442908000000
1630799999999,2021-09-04 23:59,11975.1958701240000000,12020.8407794216000000
1630814399999,2021-09-05 03:59,11974.3351756800000000,11960.0508543974000000
1630828799999,2021-09-05 07:59,11988.5526569670000000,12006.7528714316000000
1630843199999,2021-09-05 11:59,12060.3971355720000000,12089.0262540932000000
1630857599999,2021-09-05 15:59,12077.0540379960000000,12092.9202963530000000
1630871999999,2021-09-05 19:59,12088.2808769190000000,12206.0112787664000000
1630886399999,2021-09-05 23:59,12210.6392820330000000,12464.2462445072000000
1630900799999,2021-09-06 03:59,12107.4414102060000000,12425.3323119926000000
1630915199999,2021-09-06 07:59,12210.2397629520000000,12473.7128370386000000
1630929599999,2021-09-06 11:59,12113.4430995090000000,12378.4641298898000000
1630943999999,2021-09-06 15:59,12180.7814167860000000,12427.5382134830000000
1630958399999,2021-09-06 19:59,12269.0059699200000000,12454.2546666866000000
1630972799999,2021-09-06 23:59,12270.3839815290000000,12682.6738394660000000
1630987199999,2021-09-07 03:59,12335.5665437190000000,12680.3282629904000000
1631001599999,2021-09-07 07:59,12413.9183674650000000,12605.6551260752000000
1631015999999,2021-09-07 11:59,12238.6839383000000000,12267.8824808312000000
1631030399999,2021-09-07 15:59,11813.77829186,11235.8745871658000000
1631044799999,2021-09-07 19:59,11813.77829186,11245.1509327346000000
1631059199999,2021-09-07 23:59,11813.77829186,11285.8830482462000000
1631073599999,2021-09-08 03:59,11813.77829186,11186.3477639654000000
1631087999999,2021-09-08 07:59,11576.5644705680000000,10856.3993260820000000
1631102399999,2021-09-08 11:59,11717.2859921840000000,11172.7848412646000000
1631116799999,2021-09-08 15:59,11738.3233527600000000,11098.9160396090000000
1631131199999,2021-09-08 19:59,11869.2458392200000000,11182.9546251008000000
1631145599999,2021-09-08 23:59,11844.5408289600000000,11089.5144681914000000
1631159999999,2021-09-09 03:59,11927.4483384600000000,11078.1478142234000000
1631174399999,2021-09-09 07:59,11912.0227594800000000,11144.1057137000000000
1631188799999,2021-09-09 11:59,11907.9896566200000000,11148.4765774610000000
1631203199999,2021-09-09 15:59,11885.8699584600000000,11319.0967964510000000
1631217599999,2021-09-09 19:59,11818.3466693400000000,11216.2911909650000000
1631231999999,2021-09-09 23:59,11830.3628211600000000,11173.0377011516000000
1631246399999,2021-09-10 03:59,11856.4740438000000000,11251.2003045074000000
1631260799999,2021-09-10 07:59,11808.4510149000000000,11116.5439860170000000
1631275199999,2021-09-10 11:59,11815.9767016800000000,11157.7986786284000000
1631289599999,2021-09-10 15:59,11795.7280306200000000,10938.4126242884000000
1631303999999,2021-09-10 19:59,11805.0831661200000000,10993.5408960332000000
1631318399999,2021-09-10 23:59,11795.8527657600000000,10801.1578694354000000
1631332799999,2021-09-11 03:59,11803.6695012000000000,10883.2699034072000000
1631347199999,2021-09-11 07:59,11792.0691331800000000,10847.6503739918000000
1631361599999,2021-09-11 11:59,11802.7547768400000000,10970.7257096576000000
1631375999999,2021-09-11 15:59,11832.7743672000000000,10975.2892285706000000
1631390399999,2021-09-11 19:59,11805.7899985800000000,10923.0483759164000000
1631404799999,2021-09-11 23:59,11793.5243764800000000,10878.8894068886000000
1631419199999,2021-09-12 03:59,11793.5243764800000000,10913.2277795432000000
1631433599999,2021-09-12 07:59,11789.2002249600000000,10923.0387431588000000
1631447999999,2021-09-12 11:59,11793.6491116200000000,11098.5668521460000000
1631462399999,2021-09-12 15:59,11793.0254359200000000,11050.6655567906000000
1631476799999,2021-09-12 19:59,11782.45560633,11054.4897615578000000
1631491199999,2021-09-12 23:59,11782.45560633,11083.9587752456000000
1631505599999,2021-09-13 03:59,11782.45560633,10745.0181581426000000
1631519999999,2021-09-13 07:59,11782.45560633,10709.5792429322000000
1631534399999,2021-09-13 11:59,11782.45560633,10803.1638912056000000
1631548799999,2021-09-13 15:59,11782.45560633,10683.2529164114000000
1631563199999,2021-09-13 19:59,11782.45560633,10774.8484002404000000
1631577599999,2021-09-13 23:59,11782.45560633,10822.7882266262000000
1631591999999,2021-09-14 03:59,11782.45560633,10882.0585841390000000
1631606399999,2021-09-14 07:59,11782.45560633,11010.4560183788000000
1631620799999,2021-09-14 11:59,11782.45560633,11071.5710489720000000
1631635199999,2021-09-14 15:59,11782.45560633,11259.5591299148000000
1631649599999,2021-09-14 19:59,11782.45560633,11192.2430116166000000
1631663999999,2021-09-14 23:59,11782.45560633,11345.5555733888000000
1631678399999,2021-09-15 03:59,11782.45560633,11336.8764587912000000
1631692799999,2021-09-15 07:59,11782.45560633,11360.3225907896000000
1631707199999,2021-09-15 11:59,11816.7840173300000000,11453.7362576156000000
1631721599999,2021-09-15 15:59,11818.9743248300000000,11628.8742399200000000
1631735999999,2021-09-15 19:59,11795.3190038300000000,11577.6857660336000000
1631750399999,2021-09-15 23:59,11796.1951268300000000,11588.7562127054000000
1631764799999,2021-09-16 03:59,11833.4303543300000000,11466.8223588152000000
1631779199999,2021-09-16 07:59,11868.1140317580000000,11642.2445074688000000
1631793599999,2021-09-16 11:59,11812.9161142215000000,11534.2348046894000000
1631807999999,2021-09-16 15:59,11796.8500518660000000,11564.3925605456000000
1631822399999,2021-09-16 19:59,11705.3812966815000000,11422.2539975894000000
1631836799999,2021-09-16 23:59,11722.3548046830000000,11496.3804755108000000
1631851199999,2021-09-17 03:59,11725.0622929845000000,11535.3955519802000000
1631865599999,2021-09-17 07:59,11682.8944180695000000,11492.0240608862000000
1631879999999,2021-09-17 11:59,11559.0777681640000000,11415.8843366264000000
1631894399999,2021-09-17 15:59,11565.8701749580000000,11445.7362524288000000
1631908799999,2021-09-17 19:59,11564.4542682820000000,11439.5134910192000000
1631923199999,2021-09-17 23:59,11504.2294234980000000,11390.9403108212000000
1631937599999,2021-09-18 03:59,11597.8291405875000000,11541.3534125558000000
1631951999999,2021-09-18 07:59,11702.8708087725000000,11709.3101740694000000
1631966399999,2021-09-18 11:59,11681.8832358540000000,11647.9374672104000000
1631980799999,2021-09-18 15:59,11659.9811343795000000,11659.4558371106000000
1631995199999,2021-09-18 19:59,11625.0676403220000000,11623.5762232400000000
1632009599999,2021-09-18 23:59,11614.1850907650000000,11630.0157216956000000
1632023999999,2021-09-19 03:59,11553.5053572390000000,11522.1625512272000000
1632038399999,2021-09-19 07:59,11585.4575750370000000,11597.4955320380000000
1632052799999,2021-09-19 11:59,11468.9386790685000000,11397.6230364062000000
1632067199999,2021-09-19 15:59,11483.0570810380000000,11474.4418700768000000
1632081599999,2021-09-19 19:59,11468.2623905380000000,11409.4207562768000000
1632095999999,2021-09-19 23:59,11460.8666891425000000,11376.9174239450000000
1632110399999,2021-09-20 03:59,11412.51283919,10967.7684530744000000
1632124799999,2021-09-20 07:59,11412.51283919,10794.8917606166000000
1632139199999,2021-09-20 11:59,11412.51283919,10533.5694960650000000
1632153599999,2021-09-20 15:59,11412.51283919,10558.8867912272000000
1632167999999,2021-09-20 19:59,11412.51283919,10560.1799889350000000
1632182399999,2021-09-20 23:59,11412.51283919,10359.1852770428000000
1632196799999,2021-09-21 03:59,11412.51283919,10279.0864894094000000
1632211199999,2021-09-21 07:59,11412.51283919,10427.9270434658000000
1632225599999,2021-09-21 11:59,11412.51283919,10425.0131342918000000
1632239999999,2021-09-21 15:59,11412.51283919,10372.9577122214000000
1632254399999,2021-09-21 19:59,11412.51283919,10117.8871073522000000
1632268799999,2021-09-21 23:59,11412.51283919,9809.8194783572000000
1632283199999,2021-09-22 03:59,11412.51283919,10127.1490037846000000
1632297599999,2021-09-22 07:59,11412.51283919,10244.6469728000000000
1632311999999,2021-09-22 11:59,11412.51283919,10097.3428435808000000
1632326399999,2021-09-22 15:59,11412.51283919,10409.1166760624000000
1632340799999,2021-09-22 19:59,11412.51283919,10448.1148952060000000
1632355199999,2021-09-22 23:59,11412.51283919,10486.3352691734000000
1632369599999,2021-09-23 03:59,11412.51283919,10614.2004935558000000
1632383999999,2021-09-23 07:59,11412.51283919,10651.6285732106000000
1632398399999,2021-09-23 11:59,11412.51283919,10511.5104811610000000
1632412799999,2021-09-23 15:59,11412.51283919,10535.4671493122000000
1632427199999,2021-09-23 19:59,11412.51283919,10781.0880189758000000
1632441599999,2021-09-23 23:59,11412.51283919,10804.6136212244000000
1632455999999,2021-09-24 03:59,11412.51283919,10664.4016097882000000
1632470399999,2021-09-24 07:59,11412.51283919,10793.3432948324000000
1632484799999,2021-09-24 11:59,11412.51283919,10000.8177960500000000
1632499199999,2021-09-24 15:59,11412.51283919,10101.1212927494000000
1632513599999,2021-09-24 19:59,11412.51283919,10204.0521240842000000
1632527999999,2021-09-24 23:59,11412.51283919,10309.8053533958000000
1632542399999,2021-09-25 03:59,11412.51283919,10261.0491508034000000
1632556799999,2021-09-25 07:59,11412.51283919,10204.1942072588000000
1632571199999,2021-09-25 11:59,11412.51283919,10231.4091556682000000
1632585599999,2021-09-25 15:59,11412.51283919,10275.9438022424000000
1632599999999,2021-09-25 19:59,11412.51283919,10274.9781182930000000
1632614399999,2021-09-25 23:59,11412.51283919,10276.1075591216000000
1632628799999,2021-09-26 03:59,11412.51283919,10165.7546880560000000
1632643199999,2021-09-26 07:59,11412.51283919,9929.4968587796000000
1632657599999,2021-09-26 11:59,11412.51283919,10370.7325452158000000
1632671999999,2021-09-26 15:59,11412.51283919,10438.2003794462000000
1632686399999,2021-09-26 19:59,11412.51283919,10416.2401003076000000
1632700799999,2021-09-26 23:59,11412.51283919,10394.1714526460000000
1632715199999,2021-09-27 03:59,11412.51283919,10605.5743591250000000
1632729599999,2021-09-27 07:59,11412.51283919,10521.1143404882000000
1632743999999,2021-09-27 11:59,11412.51283919,10535.4815984486000000
1632758399999,2021-09-27 15:59,11412.51283919,10426.0462475444000000
1632772799999,2021-09-27 19:59,11412.51283919,10358.2701650708000000
1632787199999,2021-09-27 23:59,11412.51283919,10150.0894160090000000
1632801599999,2021-09-28 03:59,11412.51283919,10249.0780412960000000
1632815999999,2021-09-28 07:59,11412.51283919,10060.4806884350000000
1632830399999,2021-09-28 11:59,11412.51283919,10139.0454594206000000
1632844799999,2021-09-28 15:59,11412.51283919,9981.4752187892000000
1632859199999,2021-09-28 19:59,11412.51283919,10018.7563988906000000
1632873599999,2021-09-28 23:59,11412.51283919,9880.1771398676000000
1632887999999,2021-09-29 03:59,11412.51283919,10162.7661250106000000
1632902399999,2021-09-29 07:59,11412.51283919,10223.0334729350000000
1632916799999,2021-09-29 11:59,11412.51283919,10210.9275048212000000
1632931199999,2021-09-29 15:59,11412.51283919,10042.1134278812000000
1632945599999,2021-09-29 19:59,11412.51283919,9923.8424300684000000
1632959999999,2021-09-29 23:59,11412.51283919,10000.0423590632000000
1632974399999,2021-09-30 03:59,11412.51283919,10497.8030670962000000
1632988799999,2021-09-30 07:59,11412.51283919,10424.5098227072000000
1633003199999,2021-09-30 11:59,11412.51283919,10372.8324863726000000
1633017599999,2021-09-30 15:59,11412.51283919,10391.3105236388000000
1633031999999,2021-09-30 19:59,11412.51283919,10483.6140151514000000
1633046399999,2021-09-30 23:59,11412.51283919,10553.8825736540000000
1633060799999,2021-10-01 03:59,11412.51283919,10508.5339590626000000
1633075199999,2021-10-01 07:59,11412.51283919,10786.1090938748000000
1633089599999,2021-10-01 11:59,11498.3691021900000000,11436.2383534352000000
1633103999999,2021-10-01 15:59,11478.5888424740000000,11406.2804772992000000
1633118399999,2021-10-01 19:59,11567.8913435900000000,11566.7429534000000000
1633132799999,2021-10-01 23:59,11585.6183058830000000,11593.6207552934000000
1633147199999,2021-10-02 03:59,11468.6995426820000000,11444.1275819096000000
1633161599999,2021-10-02 07:59,11507.4665159030000000,11493.2955848894000000
1633175999999,2021-10-02 11:59,11554.9424204750000000,11483.2871497430000000
1633190399999,2021-10-02 15:59,11621.7761288660000000,11518.2227533688000000
1633204799999,2021-10-02 19:59,11715.3324678770000000,11617.3125226106000000
1633219199999,2021-10-02 23:59,11580.5549972600000000,11471.5953902060000000
1633233599999,2021-10-03 03:59,11618.4132131480000000,11535.1137938204000000
1633247999999,2021-10-03 07:59,11615.0106900770000000,11534.4708072506000000
1633262399999,2021-10-03 11:59,11634.5019483080000000,11553.4641970484000000
1633276799999,2021-10-03 15:59,11632.4323719560000000,11530.5767649908000000
1633291199999,2021-10-03 19:59,11744.0964740780000000,11746.0952671544000000
1633305599999,2021-10-03 23:59,11659.0299008030000000,11607.6845813894000000
