ts,datetime_utc,equity,B&H BTC,Equiponderado
1566489599999,2019-08-22 15:59,10159.35783936,10016.8133820985000000,8964.5009933160000000
1566503999999,2019-08-22 19:59,10159.35783936,10064.9228651578000000,8956.1780172234000000
1566518399999,2019-08-22 23:59,10159.35783936,10004.1644609812000000,8901.7728002001000000
1566532799999,2019-08-23 03:59,10159.35783936,10038.7632718369000000,8916.4438348797000000
1566547199999,2019-08-23 07:59,10159.35783936,10109.4268609135000000,8988.3322497045000000
1566561599999,2019-08-23 11:59,10159.35783936,10021.0825167904000000,8913.7041273297000000
1566575999999,2019-08-23 15:59,10159.35783936,10299.0120998995000000,9041.8942056330000000
1566590399999,2019-08-23 19:59,10159.35783936,10305.2127456469000000,9011.4063118452000000
1566604799999,2019-08-23 23:59,10159.35783936,10291.0879519795000000,9022.4687320515000000
1566619199999,2019-08-24 03:59,10159.35783936,10248.7432865320000000,8981.5916760255000000
1566633599999,2019-08-24 07:59,10159.35783936,10197.2858509765000000,8934.3703985715000000
1566647999999,2019-08-24 11:59,10159.35783936,9912.9476132371000000,8804.1717347643000000
1566662399999,2019-08-24 15:59,10159.35783936,9898.4662329133000000,8798.2615817334000000
1566676799999,2019-08-24 19:59,10159.35783936,10006.1950238857000000,8881.0650586701000000
1566691199999,2019-08-24 23:59,10159.35783936,10038.3076333315000000,8873.7522753735000000
1566705599999,2019-08-25 03:59,10159.35783936,10024.5592366903000000,8902.2073798854000000
1566719999999,2019-08-25 07:59,10159.35783936,10008.2255867902000000,8890.0327559961000000
1566734399999,2019-08-25 11:59,10159.35783936,10021.7362589938000000,8906.1008530149000000
1566748799999,2019-08-25 15:59,10159.35783936,9971.4674456263000000,8802.3896485344000000
1566763199999,2019-08-25 19:59,10159.35783936,9965.8809213427000000,8733.9470953986000000
1566777599999,2019-08-25 23:59,10159.35783936,10046.5685575381000000,8762.0314292523000000
1566791999999,2019-08-26 03:59,10159.35783936,10179.4069922320000000,8836.1076986325000000
1566806399999,2019-08-26 07:59,10159.35783936,10241.8988037661000000,8899.3916680158000000
1566820799999,2019-08-26 11:59,10159.35783936,10291.1275727191000000,8886.3343054488000000
1566835199999,2019-08-26 15:59,10159.35783936,10235.5297698754000000,8830.2448571427000000
1566849599999,2019-08-26 19:59,10159.35783936,10227.1499834500000000,8825.2341360795000000
1566863999999,2019-08-26 23:59,10159.35783936,10273.9519821025000000,8827.3656249570000000
1566878399999,2019-08-27 03:59,10159.35783936,10103.3351722000000000,8698.3328254185000000
1566892799999,2019-08-27 07:59,10159.35783936,10084.1686394185000000,8710.9090865685000000
1566907199999,2019-08-27 11:59,10159.35783936,10034.6229045487000000,8708.8959386316000000
1566921599999,2019-08-27 15:59,10159.35783936,10091.5083814294000000,8800.2174860712000000
1566935999999,2019-08-27 19:59,10159.35783936,10067.6864117449000000,8750.5697365182000000
1566950399999,2019-08-27 23:59,10159.35783936,10088.5269207745000000,8784.8711209980000000
1566964799999,2019-08-28 03:59,10159.35783936,9999.8953262893000000,8672.4087095844000000
1566979199999,2019-08-28 07:59,10159.35783936,10061.3867141485000000,8719.6293141120000000
1566993599999,2019-08-28 11:59,10159.35783936,10051.5706759126000000,8693.6242419153000000
1567007999999,2019-08-28 15:59,10159.35783936,10142.6884718077000000,8707.7664817191000000
1567022399999,2019-08-28 19:59,10159.35783936,9592.1682002506000000,8202.6869471388000000
1567036799999,2019-08-28 23:59,10159.35783936,9628.8768154900000000,8225.0062927515000000
1567051199999,2019-08-29 03:59,10159.35783936,9499.0990829302000000,8048.0436679161000000
1567065599999,2019-08-29 07:59,10159.35783936,9307.4535654850000000,7931.1497434515000000
1567079999999,2019-08-29 11:59,10159.35783936,9378.0379130824000000,7995.7093010697000000
1567094399999,2019-08-29 15:59,10159.35783936,9416.9157638149000000,7972.5037938057000000
1567108799999,2019-08-29 19:59,10159.35783936,9418.9265163496000000,8005.6928014758000000
1567123199999,2019-08-29 23:59,10159.35783936,9408.4270203556000000,7978.2098414463000000
1567137599999,2019-08-30 03:59,10159.35783936,9378.7411812103000000,7970.2525870659000000
1567151999999,2019-08-30 07:59,10159.35783936,9380.2566745000000000,7961.3688026430000000
1567166399999,2019-08-30 11:59,10159.35783936,9484.0134863275000000,8060.5602943605000000
1567180799999,2019-08-30 15:59,10159.35783936,9497.4647274217000000,8082.7403380146000000
1567195199999,2019-08-30 19:59,10159.35783936,9480.9527841934000000,8035.2706646052000000
1567209599999,2019-08-30 23:59,10159.35783936,9493.7106623446000000,8019.2243853468000000
1567223999999,2019-08-31 03:59,10159.35783936,9520.1773163974000000,8051.5687397157000000
1567238399999,2019-08-31 07:59,10159.35783936,9500.6839125142000000,8039.1537092736000000
1567252799999,2019-08-31 11:59,10159.35783936,9463.3116498865000000,7995.2560155090000000
1567267199999,2019-08-31 15:59,10159.35783936,9504.0714857500000000,7993.6594596630000000
1567281599999,2019-08-31 19:59,10159.35783936,9478.6547812966000000,7953.1652580993000000
1567295999999,2019-08-31 23:59,10159.35783936,9496.6128815203000000,7988.8049870949000000
1567310399999,2019-09-01 03:59,10159.35783936,9531.8258138398000000,8025.0913673919000000
1567324799999,2019-09-01 07:59,10159.35783936,9517.0472779690000000,8019.1780225560000000
1567339199999,2019-09-01 11:59,10159.35783936,9480.3485679145000000,7968.1610940525000000
1567353599999,2019-09-01 15:59,10159.35783936,9513.2436869674000000,7984.3139718057000000
1567367999999,2019-09-01 19:59,10159.35783936,9525.8232717904000000,7981.1443446057000000
1567382399999,2019-09-01 23:59,10159.35783936,9632.8190790802000000,8017.1717352516000000
1567396799999,2019-09-02 03:59,10159.35783936,9650.8267052284000000,7993.3594972257000000
1567411199999,2019-09-02 07:59,10159.35783936,9654.2241836491000000,7959.0009865293000000
1567425599999,2019-09-02 11:59,10159.35783936,9734.7731472559000000,8022.7250562717000000
1567439999999,2019-09-02 15:59,10159.35783936,9785.3787369100000000,8110.5747753150000000
1567454399999,2019-09-02 19:59,10159.35783936,10067.3595406432000000,8249.6617924716000000
1567468799999,2019-09-02 23:59,10159.35783936,10242.0077608000000000,8277.3887388705000000
1567483199999,2019-09-03 03:59,10159.35783936,10286.5810928500000000,8291.5163521155000000
1567497599999,2019-09-03 07:59,10159.35783936,10270.4554518328000000,8301.6150274314000000
1567511999999,2019-09-03 11:59,10169.3674274700000000,10325.7065732050000000,8299.0436967360000000
1567526399999,2019-09-03 15:59,10233.6246645114000000,10585.9454960827000000,8390.3384165301000000
1567540799999,2019-09-03 19:59,10223.8758978366000000,10546.4634290713000000,8372.4335080614000000
1567555199999,2019-09-03 23:59,10216.0274803104000000,10514.6776907272000000,8370.1613637801000000
1567569599999,2019-09-04 03:59,10213.4496579132000000,10504.2376258426000000,8320.9057999488000000
1567583999999,2019-09-04 07:59,10204.4639658000000000,10467.8459765200000000,8260.3328583240000000
1567598399999,2019-09-04 11:59,10193.6635258512000000,10424.1046800016000000,8256.9528269388000000
1567612799999,2019-09-04 15:59,10164.9895317480000000,10307.9762922340000000,8170.3873548630000000
1567627199999,2019-09-04 19:59,10235.5812659514000000,10593.8696440027000000,8264.6247175686000000
1567641599999,2019-09-04 23:59,10204.2242821236000000,10466.8752683998000000,8208.7511232924000000
1567655999999,2019-09-05 03:59,10200.1521053766000000,10450.3831355413000000,8232.4198753479000000
1567670399999,2019-09-05 07:59,10197.9460372530000000,10441.4486587615000000,8198.0723166885000000
1567684799999,2019-09-05 11:59,10204.4884233180000000,10467.9450283690000000,8117.6340384855000000
1567699199999,2019-09-05 15:59,10197.9142424796000000,10441.3198913578000000,8135.4617075709000000
1567713599999,2019-09-05 19:59,10195.9038345000000000,10433.1778293700000000,8183.5135260525000000
1567727999999,2019-09-05 23:59,10203.6055069182000000,10464.3692566201000000,8200.2329361063000000
1567742399999,2019-09-06 03:59,10221.9853316952000000,10538.8067211436000000,8212.7639060928000000
1567756799999,2019-09-06 07:59,10240.7858257818000000,10614.9478774699000000,8220.1000971582000000
1567771199999,2019-09-06 11:59,10269.7337440866000000,10732.1856459463000000,8294.2958369484000000
1567785599999,2019-09-06 15:59,10271.7221403000000000,10740.2385612700000000,8278.1927055990000000
1567799999999,2019-09-06 19:59,10156.7106619050000000,10274.4472413475000000,8072.5178323530000000
1567814399999,2019-09-06 23:59,10132.56812141,10201.1290627177000000,8049.3415227621000000
1567828799999,2019-09-07 03:59,10132.56812141,10235.9061669016000000,8052.7580670978000000
1567843199999,2019-09-07 07:59,10132.56812141,10267.2758874799000000,8086.9011144732000000
1567857599999,2019-09-07 11:59,10132.56812141,10318.3767363790000000,8149.7251312695000000
1567871999999,2019-09-07 15:59,10132.56812141,10356.5513189836000000,8244.5188448673000000
1567886399999,2019-09-07 19:59,10132.56812141,10366.5357453628000000,8281.1363066514000000
1567900799999,2019-09-07 23:59,10132.56812141,10356.7890434212000000,8277.9063486426000000
1567915199999,2019-09-08 03:59,10132.56812141,10441.4981846860000000,8424.2198477835000000
1567929599999,2019-09-08 07:59,10132.56812141,10418.7756905254000000,8384.4096571242000000
1567943999999,2019-09-08 11:59,10132.56812141,10288.5621298300000000,8302.3126919685000000
1567958399999,2019-09-08 15:59,10132.56812141,10290.7808912476000000,8400.6054170523000000
1567972799999,2019-09-08 19:59,10132.56812141,10242.0671919094000000,8330.0456760237000000
1567987199999,2019-09-08 23:59,10132.56812141,10282.7973122182000000,8360.1303338511000000
1568001599999,2019-09-09 03:59,10132.56812141,10201.3568819704000000,8271.1479641922000000
1568015999999,2019-09-09 07:59,10132.56812141,10051.1942788864000000,8196.3178831782000000
1568030399999,2019-09-09 11:59,10132.56812141,10314.5731453774000000,8362.5178683267000000
1568044799999,2019-09-09 15:59,10132.56812141,10223.2869613390000000,8321.4482737320000000
1568059199999,2019-09-09 19:59,10132.56812141,10214.9666060230000000,8297.9644515615000000
1568073599999,2019-09-09 23:59,10132.56812141,10205.4774388888000000,8297.9624007144000000
1568087999999,2019-09-10 03:59,10132.56812141,10212.2723957302000000,8382.4375682871000000
1568102399999,2019-09-10 07:59,10132.56812141,10173.8006575786000000,8380.6076408463000000
1568116799999,2019-09-10 11:59,10132.56812141,10155.2185307062000000,8337.9452351571000000
1568131199999,2019-09-10 15:59,10132.56812141,10078.6415462443000000,8278.4766339864000000
1568145599999,2019-09-10 19:59,10132.56812141,9931.2920156719000000,8215.6417319862000000
1568159999999,2019-09-10 23:59,10132.56812141,10002.4508639935000000,8265.0008836260000000
1568174399999,2019-09-11 03:59,10132.56812141,9997.3893145096000000,8237.3920877583000000
1568188799999,2019-09-11 07:59,10132.56812141,9970.6056945400000000,8213.6751966900000000
1568203199999,2019-09-11 11:59,10132.56812141,9972.6362574445000000,8190.2994203655000000
1568217599999,2019-09-11 15:59,10132.56812141,9895.3956255943000000,8075.6644147209000000
1568231999999,2019-09-11 19:59,10132.56812141,9978.9854809654000000,8062.4163107862000000
1568246399999,2019-09-11 23:59,10132.56812141,10062.0602667217000000,8123.2230612681000000
1568260799999,2019-09-12 03:59,10132.56812141,10018.2199183543000000,8074.2267952794000000
1568275199999,2019-09-12 07:59,10132.56812141,9984.2649445171000000,8014.9650294663000000
1568289599999,2019-09-12 11:59,10132.56812141,10074.0851611903000000,8084.8899024984000000
1568303999999,2019-09-12 15:59,10132.56812141,10228.6555715548000000,8139.4078719564000000
1568318399999,2019-09-12 19:59,10132.56812141,10203.0110478487000000,8130.3117579756000000
1568332799999,2019-09-12 23:59,10132.56812141,10316.3065527349000000,8160.1982934237000000
1568347199999,2019-09-13 03:59,10132.56812141,10265.8000149298000000,8148.0064362849000000
1568361599999,2019-09-13 07:59,10132.56812141,10185.7066898284000000,8094.5683715412000000
1568375999999,2019-09-13 11:59,10132.56812141,10207.7853469705000000,8116.3940462190000000
1568390399999,2019-09-13 15:59,10132.56812141,10198.7221027870000000,8086.0692618585000000
1568404799999,2019-09-13 19:59,10132.56812141,10113.8346681940000000,8000.4466481805000000
1568419199999,2019-09-13 23:59,10132.56812141,10244.0482288894000000,8093.9858326632000000
1568433599999,2019-09-14 03:59,10132.56812141,10183.7850839578000000,8065.1882948274000000
1568447999999,2019-09-14 07:59,10132.56812141,10221.2068725100000000,8081.0903147895000000
1568462399999,2019-09-14 11:59,10132.56812141,10195.8991250905000000,8089.9348943565000000
1568476799999,2019-09-14 15:59,10132.56812141,10258.1730225568000000,8184.4525721664000000
1568491199999,2019-09-14 19:59,10132.56812141,10265.5127645677000000,8219.8826159571000000
1568505599999,2019-09-14 23:59,10132.56812141,10237.0749787198000000,8193.9115701999000000
1568519999999,2019-09-15 03:59,10132.56812141,10205.7151633264000000,8172.5744473812000000
1568534399999,2019-09-15 07:59,10132.56812141,10210.7271868858000000,8198.2392906474000000
1568548799999,2019-09-15 11:59,10132.56812141,10200.4257945898000000,8208.3121097454000000
1568563199999,2019-09-15 15:59,10132.56812141,10210.2814535653000000,8200.6460489799000000
1568577599999,2019-09-15 19:59,10132.56812141,10198.3060850212000000,8186.3113293486000000
1568591999999,2019-09-15 23:59,10132.56812141,10204.3779633649000000,8182.9603440882000000
1568606399999,2019-09-16 03:59,10132.56812141,10204.1303337424000000,8261.3127582432000000
1568620799999,2019-09-16 07:59,10132.56812141,10204.6156878025000000,8260.0162996995000000
1568635199999,2019-09-16 11:59,10132.56812141,10186.3307164771000000,8213.1155890578000000
1568649599999,2019-09-16 15:59,10132.56812141,10021.6074915901000000,8099.6734982043000000
1568663999999,2019-09-16 19:59,10132.56812141,10025.4705137011000000,8125.2591339573000000
1568678399999,2019-09-16 23:59,10132.56812141,10154.1586759219000000,8250.2347558347000000
1568692799999,2019-09-17 03:59,10132.56812141,10128.3952899970000000,8239.3284147930000000
1568707199999,2019-09-17 07:59,10132.56812141,10106.9109439489000000,8305.3012102587000000
1568721599999,2019-09-17 11:59,10132.56812141,10066.5671258512000000,8296.0328105361000000
1568735999999,2019-09-17 15:59,10132.56812141,10103.9294832940000000,8451.7085865285000000
1568750399999,2019-09-17 19:59,10132.56812141,10160.7258135106000000,8610.8059176408000000
1568764799999,2019-09-17 23:59,10132.56812141,10091.2706569918000000,8513.1375266979000000
1568779199999,2019-09-18 03:59,10132.56812141,10109.7141112756000000,8707.4377266033000000
1568793599999,2019-09-18 07:59,10132.56812141,10103.2559307208000000,8846.6132521629000000
1568807999999,2019-09-18 11:59,10132.56812141,10062.6248622610000000,8758.5553940670000000
1568822399999,2019-09-18 15:59,10132.56812141,10076.9873803660000000,8986.8277377225000000
1568836799999,2019-09-18 19:59,10132.56812141,10075.4421715216000000,8877.6971597403000000
1568851199999,2019-09-18 23:59,10132.56812141,10060.7329719451000000,8905.8581865243000000
1568865599999,2019-09-19 03:59,10132.56812141,9730.7120214469000000,8550.2313674262000000
1568879999999,2019-09-19 07:59,10132.56812141,9781.9020170101000000,8609.7242973438000000
1568894399999,2019-09-19 11:59,10132.56812141,9764.1420204844000000,8573.4702842472000000
1568908799999,2019-09-19 15:59,10132.56812141,9788.3502923800000000,8675.0906963130000000
1568923199999,2019-09-19 19:59,10132.56812141,9990.8320821058000000,8936.5624264494000000
1568937599999,2019-09-19 23:59,10132.56812141,10147.2052361221000000,8898.3938543283000000
1568951999999,2019-09-20 03:59,10132.56812141,10116.9250858828000000,8798.0215465089000000
1568966399999,2019-09-20 07:59,10132.56812141,10060.9607911978000000,8790.0442502904000000
1568980799999,2019-09-20 11:59,10132.56812141,10076.3435433475000000,8787.8722708440000000
1568995199999,2019-09-20 15:59,10132.56812141,10083.3465090718000000,8728.9369187904000000
1569009599999,2019-09-20 19:59,10132.56812141,10065.2299258897000000,8703.8961744006000000
1569023999999,2019-09-20 23:59,10132.56812141,10072.2229864291000000,8797.8083080608000000
1569038399999,2019-09-21 03:59,10132.56812141,10029.6802172836000000,8806.2712141833000000
1569052799999,2019-09-21 07:59,10132.56812141,9985.8794896558000000,8783.6109999804000000
1569067199999,2019-09-21 11:59,10132.56812141,9951.3500150944000000,8729.2314921222000000
1569081599999,2019-09-21 15:59,10132.56812141,9941.9698049941000000,8744.5042664598000000
1569095999999,2019-09-21 19:59,10132.56812141,9921.8028485377000000,8714.3564656386000000
1569110399999,2019-09-21 23:59,10132.56812141,9891.7505175511000000,8720.5674047823000000
1569124799999,2019-09-22 03:59,10132.56812141,9779.6040141133000000,8503.1240916564000000
