ts,datetime_utc,equity
1686527999999,2023-06-11 23:59,25679.7832126195000000
1686542399999,2023-06-12 03:59,25546.7962001521000000
1686556799999,2023-06-12 07:59,25558.3753613002000000
1686571199999,2023-06-12 11:59,25742.4632226667000000
1686585599999,2023-06-12 15:59,25579.8200866087000000
1686599999999,2023-06-12 19:59,25579.4238792127000000
1686614399999,2023-06-12 23:59,25659.6162561631000000
1686628799999,2023-06-13 03:59,25816.7719197865000000
1686643199999,2023-06-13 07:59,25826.7464409808000000
1686657599999,2023-06-13 11:59,25943.5186657669000000
1686671999999,2023-06-13 15:59,25515.3472380946000000
1686686399999,2023-06-13 19:59,25657.2885377116000000
1686700799999,2023-06-13 23:59,25688.4007234825000000
1686715199999,2023-06-14 03:59,25738.7388731443000000
1686729599999,2023-06-14 07:59,25652.2170830428000000
1686743999999,2023-06-14 11:59,25729.4676200779000000
1686758399999,2023-06-14 15:59,25740.4029442075000000
1686772799999,2023-06-14 19:59,25629.3063903691000000
1686787199999,2023-06-14 23:59,24890.3895020140000000
1686801599999,2023-06-15 03:59,24827.7392075215000000
1686815999999,2023-06-15 07:59,24746.9624246620000000
1686830399999,2023-06-15 11:59,24777.8368859953000000
1686844799999,2023-06-15 15:59,24723.3385586755000000
1686859199999,2023-06-15 19:59,25214.1800912101000000
1686873599999,2023-06-15 23:59,25355.8242352801000000
1686887999999,2023-06-16 03:59,25319.4226807726000000
1686902399999,2023-06-16 07:59,25294.9271585149000000
1686916799999,2023-06-16 11:59,25233.0197528899000000
1686931199999,2023-06-16 15:59,25595.0542609849000000
1686945599999,2023-06-16 19:59,26132.3313003307000000
1686959999999,2023-06-16 23:59,26095.2561932500000000
1686974399999,2023-06-17 03:59,26013.2016415384000000
1686988799999,2023-06-17 07:59,26341.4693743093000000
1687003199999,2023-06-17 11:59,26256.4729826824000000
1687017599999,2023-06-17 15:59,26160.4521202618000000
1687031999999,2023-06-17 19:59,26224.3207524970000000
1687046399999,2023-06-17 23:59,26265.6154683451000000
1687060799999,2023-06-18 03:59,26296.7771800405000000
1687075199999,2023-06-18 07:59,26332.9608204802000000
1687089599999,2023-06-18 11:59,26248.7865592000000000
1687103999999,2023-06-18 15:59,26310.2878522441000000
1687118399999,2023-06-18 19:59,26397.3643327000000000
1687132799999,2023-06-18 23:59,26090.2738852453000000
1687147199999,2023-06-19 03:59,26153.0628523264000000
1687161599999,2023-06-19 07:59,26177.4791331049000000
1687175999999,2023-06-19 11:59,26197.0121577277000000
1687190399999,2023-06-19 15:59,26193.3175237600000000
1687204799999,2023-06-19 19:59,26429.3382695572000000
1687219199999,2023-06-19 23:59,26589.8716012315000000
1687233599999,2023-06-20 03:59,26641.5469508548000000
1687247999999,2023-06-20 07:59,26578.0745260156000000
1687262399999,2023-06-20 11:59,26652.9081979351000000
1687276799999,2023-06-20 15:59,26815.2937991857000000
1687291199999,2023-06-20 19:59,27717.4976606173000000
1687305599999,2023-06-20 23:59,28039.6340839351000000
1687319999999,2023-06-21 03:59,28438.9715183635000000
1687334399999,2023-06-21 07:59,28598.5737626572000000
1687348799999,2023-06-21 11:59,28655.7464899000000000
1687363199999,2023-06-21 15:59,29568.5885199142000000
1687377599999,2023-06-21 19:59,29826.5690606347000000
1687391999999,2023-06-21 23:59,29709.5492062261000000
1687406399999,2023-06-22 03:59,30008.8046524249000000
1687420799999,2023-06-22 07:59,29815.3960120675000000
1687435199999,2023-06-22 11:59,29644.2839429200000000
1687449599999,2023-06-22 15:59,29567.6673377185000000
1687463999999,2023-06-22 19:59,29926.6906696039000000
1687478399999,2023-06-22 23:59,29601.6124063708000000
1687492799999,2023-06-23 03:59,29723.4858013804000000
1687507199999,2023-06-23 07:59,29648.2361116951000000
1687521599999,2023-06-23 11:59,29855.1356138863000000
