ts,datetime_utc,equity,B&H BTC (OOS)
1627779599999,2021-08-01 00:59,10000,10051.3584669878000000
1627783199999,2021-08-01 01:59,9959.8873952760000000,10044.0977759468000000
1627786799999,2021-08-01 02:59,9979.8941195250000000,10068.4277134550000000
1627790399999,2021-08-01 03:59,10060.0251732600000000,10219.3922905622000000
1627793999999,2021-08-01 04:59,10007.5333056720000000,10128.5216717426000000
1627797599999,2021-08-01 05:59,9989.3128114050000000,10071.8377096454000000
1627801199999,2021-08-01 06:59,10001.4285485400000000,10044.1916953334000000
1627804799999,2021-08-01 07:59,9964.3593728220000000,10042.6624950644000000
1627808399999,2021-08-01 08:59,9984.7637969730000000,10054.4265002834000000
1627811999999,2021-08-01 09:59,10021.6055803110000000,10092.6203841674000000
1627815599999,2021-08-01 10:59,9943.4131440180000000,9992.7768516434000000
1627819199999,2021-08-01 11:59,9944.8279128330000000,10015.1489311694000000
1627822799999,2021-08-01 12:59,9948.3354627720000000,10007.1248440886000000
1627826399999,2021-08-01 13:59,9926.5051059810000000,9972.7816550552000000
1627829999999,2021-08-01 14:59,9950.0240105340000000,9953.1019312784000000
1627833599999,2021-08-01 15:59,9957.2106337170000000,9942.8960246012000000
1627837199999,2021-08-01 16:59,9835.08443416,9935.4812094386000000
1627840799999,2021-08-01 17:59,9787.2558317200000000,9894.1952103650000000
1627844399999,2021-08-01 18:59,9818.1559306900000000,9893.2271182262000000
1627847999999,2021-08-01 19:59,9858.5240122000000000,9937.2054730490000000
1627851599999,2021-08-01 20:59,9896.2913470600000000,9936.0736240310000000
1627855199999,2021-08-01 21:59,9863.2407307600000000,9890.2120650974000000
1627858799999,2021-08-01 22:59,9739.2091864600000000,9697.6580570522000000
1627862399999,2021-08-01 23:59,9640.7681886400000000,9595.7458898336000000
1627865999999,2021-08-02 00:59,9620.85899177,9517.0679339462000000
1627869599999,2021-08-02 01:59,9635.6872984060000000,9539.4303807146000000
1627873199999,2021-08-02 02:59,9699.4126532620000000,9580.9692396752000000
1627876799999,2021-08-02 03:59,9691.4617386680000000,9581.3328762746000000
1627880399999,2021-08-02 04:59,9668.9894334680000000,9553.1907749462000000
1627883999999,2021-08-02 05:59,9684.5528304920000000,9566.3659791536000000
1627887599999,2021-08-02 06:59,9815.0350716380000000,9697.7471600600000000
1627891199999,2021-08-02 07:59,9799.9265912420000000,9658.1204034830000000
1627894799999,2021-08-02 08:59,9723.9985812560000000,9519.7337996120000000
1627898399999,2021-08-02 09:59,9763.1739946280000000,9543.4689143384000000
1627901999999,2021-08-02 10:59,9747.7495844780000000,9559.3894544618000000
1627905599999,2021-08-02 11:59,9716.8815334280000000,9522.7729346348000000
1627909199999,2021-08-02 12:59,9661.5914988080000000,9457.5856557662000000
1627912799999,2021-08-02 13:59,9702.0877440260000000,9532.1937715676000000
1627916399999,2021-08-02 14:59,9704.5351981220000000,9542.7055182986000000
1627919999999,2021-08-02 15:59,9708.9335733440000000,9561.9541761728000000
1627923599999,2021-08-02 16:59,9716.9261407760000000,9587.6808635330000000
1627927199999,2021-08-02 17:59,9721.0951156280000000,9559.0306342412000000
1627930799999,2021-08-02 18:59,9704.5772740040000000,9545.7591024578000000
1627934399999,2021-08-02 19:59,9641.3246661080000000,9434.9775736790000000
1627937999999,2021-08-02 20:59,9615.6570773900000000,9356.4681910496000000
1627941599999,2021-08-02 21:59,9639.1212896900000000,9440.7957592694000000
1627945199999,2021-08-02 22:59,9659.2929278600000000,9492.1913374442000000
1627948799999,2021-08-02 23:59,9634.9083848120000000,9427.7457809108000000
1627952399999,2021-08-03 00:59,9644.7031262660000000,9470.9896379666000000
1627955999999,2021-08-03 01:59,9580.0073667860000000,9349.4314616228000000
1627959599999,2021-08-03 02:59,9580.2206492900000000,9367.1099800082000000
1627963199999,2021-08-03 03:59,9566.24070323,9309.2435969156000000
1627966799999,2021-08-03 04:59,9566.24070323,9230.3200057094000000
1627970399999,2021-08-03 05:59,9566.24070323,9212.7016920590000000
1627973999999,2021-08-03 06:59,9566.24070323,9237.3398778104000000
1627977599999,2021-08-03 07:59,9566.24070323,9294.2405769536000000
1627981199999,2021-08-03 08:59,9566.24070323,9277.3808429642000000
1627984799999,2021-08-03 09:59,9566.24070323,9306.0021739832000000
1627988399999,2021-08-03 10:59,9566.24070323,9323.0641958822000000
1627991999999,2021-08-03 11:59,9566.24070323,9269.3326739894000000
1627995599999,2021-08-03 12:59,9566.24070323,9246.3970781438000000
1627999199999,2021-08-03 13:59,9566.24070323,9264.4151512346000000
1628002799999,2021-08-03 14:59,9566.24070323,9212.3982601946000000
1628006399999,2021-08-03 15:59,9566.24070323,9192.1333463936000000
1628009999999,2021-08-03 16:59,9568.4971415520000000,9247.2977409794000000
1628013599999,2021-08-03 17:59,9549.0175626300000000,9152.8726346054000000
1628017199999,2021-08-03 18:59,9584.2003509540000000,9198.1032479162000000
1628020799999,2021-08-03 19:59,9564.5126084040000000,9154.0670965478000000
1628024399999,2021-08-03 20:59,9559.1225518560000000,9170.4837236876000000
1628027999999,2021-08-03 21:59,9546.9527558340000000,9230.4067005278000000
1628031599999,2021-08-03 22:59,9565.1879903460000000,9234.2646199466000000
1628035199999,2021-08-03 23:59,9534.2986765800000000,9201.1905467270000000
1628038799999,2021-08-04 00:59,9510.2637096060000000,9249.2820890450000000
1628042399999,2021-08-04 01:59,9526.8036670920000000,9237.0581196506000000
1628045999999,2021-08-04 02:59,9493.4834346780000000,9174.3657250004000000
1628049599999,2021-08-04 03:59,9472.2010004160000000,9145.7443939814000000
1628053199999,2021-08-04 04:59,9479.5750529820000000,9144.2633575004000000
1628056799999,2021-08-04 05:59,9478.1192002920000000,9152.5643863622000000
1628060399999,2021-08-04 06:59,9476.2342311480000000,9107.5240200140000000
1628063999999,2021-08-04 07:59,9461.9762434080000000,9110.1104154296000000
1628067599999,2021-08-04 08:59,9439.79671314,9088.3837306628000000
1628071199999,2021-08-04 09:59,9439.79671314,9109.2699573290000000
1628074799999,2021-08-04 10:59,9439.79671314,9173.7564530822000000
1628078399999,2021-08-04 11:59,9439.79671314,9189.8744647364000000
1628081999999,2021-08-04 12:59,9439.79671314,9358.5007029032000000
1628085599999,2021-08-04 13:59,9439.79671314,9395.2809796094000000
1628089199999,2021-08-04 14:59,9439.79671314,9420.9378294770000000
