ts,datetime_utc,equity,B&H BTC (OOS),B&H BTC filtrado (OOS),Equiponderado (OOS)
1703865599999,2023-12-29 15:59,14415.46151914501121320587261,10117.68425189309932755777412,15488.30433118191229786882768,12064.14631177453474187455403
1703879999999,2023-12-29 19:59,14344.93038791852305775877090,10080.68567797535344642603885,15431.66565530474637502121640,12063.27435284446088722770711
1703894399999,2023-12-29 23:59,14281.07949147533220881995053,10068.82353977271736239907028,15413.50669051970081197083721,12042.74257086916351518872947
1703908799999,2023-12-30 03:59,14239.21141048407379506520626,10046.29122156456237954396898,15379.01345111566147973591597,11908.39366393562048088997779
1703923199999,2023-12-30 07:59,14292.33456794825679793536418,10040.15191880230217867044712,15369.61519754955133663175482,11920.48856541952524922341949
1703937599999,2023-12-30 11:59,14230.63207897632720287313609,10027.41855011020694722906844,15350.12252348650807686016135,11825.46152024123534179609066
1703951999999,2023-12-30 15:59,14290.36164560698076610929922,10142.54543621730856984754863,15526.36267807906085787776405,12001.69841312134162387357588
1703966399999,2023-12-30 19:59,14249.73686178051375540768011,10139.23523905543494107246842,15521.29531562996521346721634,11925.21011700719111282210962
1703980799999,2023-12-30 23:59,14237.45700752465687527053629,10086.37500455075013160200823,15440.37507001298957586277236,11835.63051188780400037553050
1703995199999,2023-12-31 03:59,14225.98241254876621488044383,10094.92455210115692985550535,15453.46300831246147885227084,11777.74952128917200931751047
1704009599999,2023-12-31 07:59,14311.64992670501900724502433,10181.35348884393114176305877,15585.77136553360661237712808,11969.37834336976059136156217
1704023999999,2023-12-31 11:59,14298.37159765825902014016971,10176.86808791742992677788140,15578.90496117380528365307429,11979.92061491972222233242020
1704038399999,2023-12-31 15:59,14262.54357563416334268908150,10162.22232043116475362190467,15556.48472196482751926540878,11885.27839844244361554035635
1704052799999,2023-12-31 19:59,14280.13574936286652186425818,10200.96574881818458658085143,15615.79448043446685120578165,11931.35956932564057225461789
1704067199999,2023-12-31 23:59,14164.04047843855052145043969,10120.67372134731491854842863,15492.88071274295384513475254,11755.33094050807346918374480
1704081599999,2024-01-01 03:59,14136.77166510140735720654313,10131.90158460570189800171950,15510.06870786132526084688506,11790.82791664074387156719874
1704095999999,2024-01-01 07:59,14169.27722463637226795008088,10170.66894789627830094457862,15569.41510669574474929058799,11834.68683907863692242206287
1704110399999,2024-01-01 11:59,14162.57520606833445876829096,10217.99782618903978713289104,15641.86776401202621897545443,11937.39188282972131799331324
1704124799999,2024-01-01 15:59,14204.94119231183528426462504,10240.22138414131501719552282,15675.88834271040153231741786,12028.73956317666948443502607
1704139199999,2024-01-01 19:59,14218.26593347131559782375594,10416.12856433997045696106509,15945.17303962568373789138237,12220.44619945419195689933493
1704153599999,2024-01-01 23:59,14255.21349108151227701228057,10574.47231230881484253171323,16187.57103686528710132174670,12324.87544739956235968840662
1704167999999,2024-01-02 03:59,14315.78511820864031360602867,10867.15549346961957680729772,16635.62040950647487099275524,12495.24394321327212055498404
1704182399999,2024-01-02 07:59,14285.12865847007229341468318,10879.87689470993652325672022,16655.09476338712805251268369,12605.38142979795416925876909
1704196799999,2024-01-02 11:59,14308.95480523087572550998260,10874.72131648385134872199659,16647.20242881348234169538813,12590.13888483270835619032570
1704211199999,2024-01-02 15:59,14146.33001548639115934508585,10815.08271729194591980755437,16555.90563189076638234787033,12264.29508417052284386592421
1704225599999,2024-01-02 19:59,14148.94019000420547815170820,10780.29812195318276218771294,16502.65618975576493605828987,12191.79441777340905957657306
1704239999999,2024-01-02 23:59,14147.95843500963161193345219,10758.13918824051027108164455,16468.73454004229604527531761,12115.01703803816241542806835
1704254399999,2024-01-03 03:59,14173.59750872435967545698935,10833.72082669144696628011373,16584.43748394507425149099033,12210.29491844289113927285238
1704268799999,2024-01-03 07:59,14188.49475260463403141523457,10773.66336668730156264720510,16492.49948063870555333519642,12212.36164508334413710245734
1704283199999,2024-01-03 11:59,14145.32696505765804324396238,10460.38180752571270021663849,16012.91741006771509689833572,11905.45293080911325473256041
1704297599999,2024-01-03 15:59,13901.30320799399744967301198,10292.15055089764925429179197,15755.38327813742908194232240,11511.26208879823006521068535
1704311999999,2024-01-03 19:59,13901.30320799399744967301198,10195.61151089257988117965517,15607.59803083314584141084657,11250.35240211909482051361134
1704326399999,2024-01-03 23:59,13915.37602203393393099918396,10255.10410717279023319223196,15698.67132153070284608805099,11335.98532340677060124185876
1704340799999,2024-01-04 03:59,13968.15371570992504495428690,10316.75323826344754075531292,15793.04590909495195171529408,11473.75395397938509477297122
1704355199999,2024-01-04 07:59,13911.99450553605715736120016,10235.44158390106799140822334,15668.57126186380427860240429,11361.60079424220224062152603
1704369599999,2024-01-04 11:59,13941.50766800896263607051299,10334.35017935823779292768437,15819.98390528132301296355635,11373.62337881693172014840197
1704383999999,2024-01-04 15:59,14008.19234192553999983447061,10543.72792869040069819627918,16140.50648830517607279428086,11721.54010778134348316207555
1704398399999,2024-01-04 19:59,14000.97943828578308934343782,10521.08072294517417941839852,16105.83737515019198934337532,11750.77805115249486481165451
1704412799999,2024-01-04 23:59,14015.81536416159676425111910,10567.66283224697068210864512,16177.14685308533257612434379,11751.44465165838235385845578
1704427199999,2024-01-05 03:59,13963.52981694670702279376880,10403.49572224281281945211834,15925.83425509471713543377515,11452.35989275708631954297755
1704441599999,2024-01-05 07:59,13987.33346618101787536119536,10478.23485208855825121687224,16040.24745815723383273222966,11499.49613699515178382015918
1704455999999,2024-01-05 11:59,13986.86617491794759570245481,10476.76764250054051120304421,16038.00140379621023907809681,11375.07408905350458281950594
1704470399999,2024-01-05 15:59,13966.18262868485477681076247,10411.82506868049917385362169,15938.58510203821159859263705,11225.78819109016015509897020
1704484799999,2024-01-05 19:59,13973.80488861868793555096930,10435.75757874671350076759640,15975.22180278189008627236698,11211.76276211246063341488957
1704499199999,2024-01-05 23:59,14015.35874512965696406256185,10566.22913152393214007229440,16174.95209523500120157487302,11407.25573536045473358238092
1704513599999,2024-01-06 03:59,13999.04471524227188253449243,10515.00604442251671750144004,16096.53805056898826879820534,11252.91269334881641765203632
1704527999999,2024-01-06 07:59,13977.86033644827013422062629,10448.49094743880873220897508,15994.71447684493334604396046,10955.99805331804996888433755
1704542399999,2024-01-06 11:59,13979.29041541975438322518955,10452.98113534602126119093494,16001.58820927769070606868026,11010.25809632446700578655561
1704556799999,2024-01-06 15:59,13994.17131712676079304292905,10499.70446057880152678626450,16073.11386536503421621929611,11074.63209549241481022143032
1704571199999,2024-01-06 19:59,13997.15877954107143901781360,10509.08454928262130348152071,16087.47322432237754987434778,11044.11922314827082383631414
1704585599999,2024-01-06 23:59,14001.88200411853221025036900,10523.91461552627206551362265,16110.17559434016251933765477,10995.02875126693570954590280
1704599999999,2024-01-07 03:59,13999.75441861244876730168240,10517.23438394363338300368131,16099.94926853002083925823420,10968.82689210351935245233506
1704614399999,2024-01-07 07:59,14010.39539535176040475088203,10550.64511581824942354695294,16151.09555372664130225666905,11098.02977885042727673329009
