ts,datetime_utc,equity,B&H BTC,Equiponderado,B&H BTC filtrado
1564631999999,2019-08-01 03:59,10000,9888.4241462998000000,9884.6799285106000000,10000.00000000
1564646399999,2019-08-01 07:59,10000,9860.8719178081000000,9882.2023003189000000,10000.00000000
1564660799999,2019-08-01 11:59,10000,9863.5152685114000000,9877.2496837930000000,10000.00000000
1564675199999,2019-08-01 15:59,10000,9914.0062370014000000,9899.4635636770000000,10000.00000000
1564689599999,2019-08-01 19:59,10000,10181.1826618327000000,9957.0933678853000000,10000.00000000
1564703999999,2019-08-01 23:59,10000,10271.5317948601000000,10007.5382696881000000,10000.00000000
1564718399999,2019-08-02 03:59,10000,10232.7032500723000000,9928.6122956671000000,10000.00000000
1564732799999,2019-08-02 07:59,10000,10426.4301660355000000,10035.7890937849000000,10000.00000000
1564747199999,2019-08-02 11:59,10000,10362.7917453583000000,9964.3435598359000000,10000.00000000
1564761599999,2019-08-02 15:59,10000,10506.3147983386000000,9956.4323940208000000,10000.00000000
1564775999999,2019-08-02 19:59,10000,10340.2589131459000000,9863.0097742567000000,10000.00000000
1564790399999,2019-08-02 23:59,10000,10418.8070198125000000,9913.3021747135000000,10000.00000000
1564804799999,2019-08-03 03:59,10000,10671.0341578948000000,9989.0987749408000000,10000.00000000
1564819199999,2019-08-03 07:59,10000,10719.8024933422000000,9998.4307518226000000,10000.00000000
1564833599999,2019-08-03 11:59,10000,10636.7795008408000000,9968.1262063030000000,10000.00000000
1564847999999,2019-08-03 15:59,10000,10626.0179944195000000,9950.4343339849000000,10000.00000000
1564862399999,2019-08-03 19:59,10000,10742.3947266940000000,9977.8296805156000000,10000.00000000
1564876799999,2019-08-03 23:59,10000,10708.9914859714000000,9974.9428056802000000,10000.00000000
1564891199999,2019-08-04 03:59,10000,10647.7687116298000000,9873.9228243826000000,10000.00000000
1564905599999,2019-08-04 07:59,10000,10563.5972971000000000,9836.4845245582000000,10000.00000000
1564919999999,2019-08-04 11:59,10000,10562.1716697544000000,9865.9229125024000000,10000.00000000
1564934399999,2019-08-04 15:59,10000,10835.0110032085000000,9940.4192454985000000,10000.00000000
1564948799999,2019-08-04 19:59,10000,10812.2306662486000000,9935.8189950538000000,10000.00000000
1564963199999,2019-08-04 23:59,10000,10820.2399198777000000,9925.2066487231000000,10000.00000000
1564977599999,2019-08-05 03:59,10000,11447.6545546003000000,10124.8979437369000000,10000.00000000
1564991999999,2019-08-05 07:59,10000,11554.8043098880000000,10111.9710069136000000,10000.00000000
1565006399999,2019-08-05 11:59,10000,11660.1819311836000000,10314.2532875482000000,10000.00000000
1565020799999,2019-08-05 15:59,10000,11632.7881057303000000,10238.8146334165000000,10000.00000000
1565035199999,2019-08-05 19:59,10000,11635.2334526356000000,10223.9194693906000000,10000.00000000
1565049599999,2019-08-05 23:59,10000,11710.8313027120000000,10205.8010733232000000,10000.00000000
1565063999999,2019-08-06 03:59,10000,11593.0388432818000000,10129.7266634836000000,9878.6343608028000000
1565078399999,2019-08-06 07:59,10000,12063.7136715076000000,10248.7487003056000000,10279.7060608296000000
1565092799999,2019-08-06 11:59,9972.7907274205000000,11660.1918313735000000,10082.5206956047000000,9935.8568028810000000
1565107199999,2019-08-06 15:59,9967.9013422000000000,11583.3168568000000000,10041.4739647234000000,9870.3500562000000000
1565121599999,2019-08-06 19:59,9968.5310119000000000,11593.2170467000000000,10010.2950300682000000,9878.7862116000000000
1565135999999,2019-08-06 23:59,9947.76685125,11367.1858110931000000,9983.1157079491000000,9686.1803476626000000
1565150399999,2019-08-07 03:59,9947.76685125,11524.3414255657000000,10018.4250678445000000,9820.0958784822000000
1565164799999,2019-08-07 07:59,9947.76685125,11423.5376920039000000,9924.8849322139000000,9734.1989441994000000
1565179199999,2019-08-07 11:59,9947.76685125,11626.8182912206000000,10000.7123172256000000,9907.4185230276000000
1565193599999,2019-08-07 15:59,9947.76685125,11546.4386494225000000,9937.7278048855000000,9838.9253773350000000
1565207999999,2019-08-07 19:59,9947.76685125,11675.1609185023000000,9974.8653154003000000,9948.6122698458000000
1565222399999,2019-08-07 23:59,9937.2844527876000000,11855.6017796197000000,10020.4378794181000000,10102.3696381662000000
1565236799999,2019-08-08 03:59,9954.7275018780000000,11836.7221174804000000,10012.7694787948000000,10082.11312775
1565251199999,2019-08-08 07:59,9978.5158561116000000,11801.1012342202000000,10018.1478991906000000,10082.11312775
1565265599999,2019-08-08 11:59,9984.6635063076000000,11708.9007656815000000,9969.8128285447000000,10082.11312775
1565279999999,2019-08-08 15:59,9967.9122495324000000,11576.1986202619000000,9935.7376064761000000,10082.11312775
1565294399999,2019-08-08 19:59,9965.7206049708000000,11499.9770582218000000,9902.8693914922000000,10082.11312775
1565308799999,2019-08-08 23:59,9979.0826607396000000,11880.0948494323000000,9992.8092794743000000,10082.11312775
1565323199999,2019-08-09 03:59,9986.0761578420000000,11752.6794054193000000,9922.6475306551000000,10082.11312775
1565337599999,2019-08-09 07:59,9968.1128111700000000,11755.0059500458000000,9847.4473206406000000,10082.11312775
1565351999999,2019-08-09 11:59,9940.5719196300000000,11588.2768519399000000,9632.1718698823000000,10082.11312775
1565366399999,2019-08-09 15:59,9946.3126331700000000,11626.2539803963000000,9635.6551513141000000,10082.11312775
1565380799999,2019-08-09 19:59,9947.5363498284000000,11719.1276618482000000,9617.4847617922000000,10082.11312775
1565395199999,2019-08-09 23:59,9941.6270482452000000,11761.5103748101000000,9589.4717049901000000,10082.11312775
1565409599999,2019-08-10 03:59,9931.6047797460000000,11720.9591969797000000,9649.8824249989000000,10082.11312775
1565423999999,2019-08-10 07:59,9923.34606273,11711.7718207525000000,9738.8589018565000000,10082.11312775
1565438399999,2019-08-10 11:59,9923.34606273,11281.5887692177000000,9504.7657009849000000,10082.11312775
1565452799999,2019-08-10 15:59,9923.34606273,11300.0427231913000000,9593.7326200099000000,10082.11312775
1565467199999,2019-08-10 19:59,9923.34606273,11216.1188134090000000,9689.6406316942000000,10082.11312775
1565481599999,2019-08-10 23:59,9923.34606273,11196.5263375969000000,9688.9358093221000000,10082.11312775
1565495999999,2019-08-11 03:59,9923.34606273,11285.4201427090000000,9813.5263863298000000,10082.11312775
1565510399999,2019-08-11 07:59,9923.34606273,11258.3035225729000000,9770.1341558959000000,10082.11312775
1565524799999,2019-08-11 11:59,9923.34606273,11355.5530879606000000,9793.9983187450000000,10082.11312775
1565539199999,2019-08-11 15:59,9923.34606273,11264.5307420200000000,9799.5028752784000000,10082.11312775
1565553599999,2019-08-11 19:59,9923.34606273,11269.6194396286000000,9984.6967162582000000,10082.11312775
