ts,datetime_utc,equity,B&H BTC filtrado (OOS),B&H ETH (OOS)
1646495999999,2022-03-05 15:59,11287.361945150000,12304.99854734000000000000,10410.01253583905238553807360
1646510399999,2022-03-05 19:59,11287.361945150000,12304.99854734000000000000,10519.90936012485566271669760
1646524799999,2022-03-05 23:59,11287.361945150000,12304.99854734000000000000,10498.00877435320454368038400
1646539199999,2022-03-06 03:59,11287.361945150000,12304.99854734000000000000,10396.02924816110967464258560
1646553599999,2022-03-06 07:59,11287.361945150000,12304.99854734000000000000,10418.36311890306324387566080
1646567999999,2022-03-06 11:59,11287.361945150000,12304.99854734000000000000,10273.92166562132825555522560
1646582399999,2022-03-06 15:59,11287.361945150000,12304.99854734000000000000,10347.10743605968757060823040
1646596799999,2022-03-06 19:59,11287.361945150000,12304.99854734000000000000,10269.07675186249176699143680
1646611199999,2022-03-06 23:59,11287.361945150000,12304.99854734000000000000,10049.51944054741382183242240
1646625599999,2022-03-07 03:59,11287.361945150000,12304.99854734000000000000,9947.973199325621402991385600
1646639999999,2022-03-07 07:59,11287.361945150000,12304.99854734000000000000,9929.735841030163726527692800
1646654399999,2022-03-07 11:59,11287.361945150000,12304.99854734000000000000,9998.116087252441321216614400
1646668799999,2022-03-07 15:59,11287.361945150000,12304.99854734000000000000,10308.34812598899566209792000
1646683199999,2022-03-07 19:59,11287.361945150000,12304.99854734000000000000,9692.571404103704396100275200
1646697599999,2022-03-07 23:59,11287.361945150000,12304.99854734000000000000,9812.512561791973564203827200
1646711999999,2022-03-08 03:59,11287.361945150000,12304.99854734000000000000,10041.56275291095064549189120
1646726399999,2022-03-08 07:59,11287.361945150000,12304.99854734000000000000,9988.741376076806489686681600
1646740799999,2022-03-08 11:59,11287.361945150000,12304.99854734000000000000,10193.96089382914881015285760
1646755199999,2022-03-08 15:59,11287.361945150000,12304.99854734000000000000,10081.70069697805944099189760
1646769599999,2022-03-08 19:59,11287.361945150000,12304.99854734000000000000,10163.39460865144868718131200
1646783999999,2022-03-08 23:59,11287.361945150000,12304.99854734000000000000,10146.73283206618173870584320
1646798399999,2022-03-09 03:59,11287.361945150000,12304.99854734000000000000,10629.60923669688509889679360
1646812799999,2022-03-09 07:59,11287.361945150000,12304.99854734000000000000,10812.53427325002861832960000
1646827199999,2022-03-09 11:59,11287.361945150000,12304.99854734000000000000,10813.59779090440735972165120
1646841599999,2022-03-09 15:59,11287.361945150000,12304.99854734000000000000,10861.65303306522456336248320
1646855999999,2022-03-09 19:59,11287.361945150000,12304.99854734000000000000,10692.39616784798560922752000
1646870399999,2022-03-09 23:59,11287.361945150000,12304.99854734000000000000,10741.55431720593632246010880
1646884799999,2022-03-10 03:59,11287.361945150000,12304.99854734000000000000,10471.34205390822647247969280
1646899199999,2022-03-10 07:59,11287.361945150000,12304.99854734000000000000,10214.83735148917595599682560
1646913599999,2022-03-10 11:59,11287.361945150000,12304.99854734000000000000,10217.35828222548112077798400
1646927999999,2022-03-10 15:59,11287.361945150000,12304.99854734000000000000,10231.49912807444290447229440
1646942399999,2022-03-10 19:59,11287.361945150000,12304.99854734000000000000,10293.85277425524096460625920
1646956799999,2022-03-10 23:59,11287.361945150000,12304.99854734000000000000,10267.77689695158441640115200
1646971199999,2022-03-11 03:59,11287.361945150000,12304.99854734000000000000,10052.11915036922852301299200
1646985599999,2022-03-11 07:59,11287.361945150000,12304.99854734000000000000,10275.53663687427375174315520
1646999999999,2022-03-11 11:59,11287.361945150000,12304.99854734000000000000,10448.69306682423475764897280
1647014399999,2022-03-11 15:59,11287.361945150000,12304.99854734000000000000,10166.97905704213259335452160
1647028799999,2022-03-11 19:59,11287.361945150000,12304.99854734000000000000,10073.19255574302950985548800
1647043199999,2022-03-11 23:59,11287.361945150000,12304.99854734000000000000,10071.45941586181970906844160
1647057599999,2022-03-12 03:59,11287.361945150000,12304.99854734000000000000,10177.81118129969384827356160
1647071999999,2022-03-12 07:59,11287.361945150000,12304.99854734000000000000,10199.04214484451390791488000
1647086399999,2022-03-12 11:59,11287.361945150000,12304.99854734000000000000,10157.99824129404544382164480
1647100799999,2022-03-12 15:59,11287.361945150000,12304.99854734000000000000,10181.00173426283007244971520
1647115199999,2022-03-12 19:59,11287.361945150000,12304.99854734000000000000,10155.47731055774027904048640
1647129599999,2022-03-12 23:59,11287.361945150000,12304.99854734000000000000,10118.49052991101293951692800
1647143999999,2022-03-13 03:59,11287.361945150000,12304.99854734000000000000,10209.55915276003701723627520
1647158399999,2022-03-13 07:59,11287.361945150000,12304.99854734000000000000,10166.19126618703722936040960
1647172799999,2022-03-13 11:59,11287.361945150000,12304.99854734000000000000,10139.87905162685207195706880
1647187199999,2022-03-13 15:59,11287.361945150000,12304.99854734000000000000,10161.46452105646504539573760
1647201599999,2022-03-13 19:59,11287.361945150000,12304.99854734000000000000,10096.74750231038089327943680
1647215999999,2022-03-13 23:59,11287.361945150000,12304.99854734000000000000,9909.135110169419958081664000
1647230399999,2022-03-14 03:59,11287.361945150000,12304.99854734000000000000,9981.690647923702981939379200
1647244799999,2022-03-14 07:59,11287.361945150000,12304.99854734000000000000,10188.52513692899079859348480
1647259199999,2022-03-14 11:59,11287.361945150000,12304.99854734000000000000,10161.85841648401272739279360
1647273599999,2022-03-14 15:59,11287.361945150000,12304.99854734000000000000,10135.03413786801558339328000
1647287999999,2022-03-14 19:59,11287.361945150000,12304.99854734000000000000,9990.986580013828277069900800
1647302399999,2022-03-14 23:59,11287.361945150000,12304.99854734000000000000,10199.67237752859019911016960
1647316799999,2022-03-15 03:59,11287.361945150000,12304.99854734000000000000,10021.47408610601886364203520
1647331199999,2022-03-15 07:59,11287.361945150000,12304.99854734000000000000,9974.600530227844705992371200
1647345599999,2022-03-15 11:59,11287.361945150000,12304.99854734000000000000,9984.566084544801060517888000
1647359999999,2022-03-15 15:59,11287.361945150000,12304.99854734000000000000,10129.63777051061234003361280
1647374399999,2022-03-15 19:59,11287.361945150000,12304.99854734000000000000,10475.51734544023190164848640
1647388799999,2022-03-15 23:59,11287.361945150000,12304.99854734000000000000,10311.22356261009374067642880
1647403199999,2022-03-16 03:59,11287.361945150000,12304.99854734000000000000,10321.74057052561684999782400
1647417599999,2022-03-16 07:59,11287.361945150000,12304.99854734000000000000,10424.50788757280708302973440
1647431999999,2022-03-16 11:59,11287.361945150000,12304.99854734000000000000,10588.48655406090709840414720
1647446399999,2022-03-16 15:59,11287.361945150000,12304.99854734000000000000,10652.88845646495310492280320
1647460799999,2022-03-16 19:59,11287.361945150000,12304.99854734000000000000,10844.71552968067423748907520
1647475199999,2022-03-16 23:59,11287.361945150000,12304.99854734000000000000,10926.01554592651580168143360
1647489599999,2022-03-17 03:59,11287.361945150000,12304.99854734000000000000,10897.26117971553501589634560
1647503999999,2022-03-17 07:59,11287.361945150000,12304.99854734000000000000,10853.34183954396847322460160
1647518399999,2022-03-17 11:59,11287.361945150000,12304.99854734000000000000,10931.72702962595719063874560
1647532799999,2022-03-17 15:59,11287.361945150000,12304.99854734000000000000,11034.49434667314742367065600
1647547199999,2022-03-17 19:59,11287.361945150000,12304.99854734000000000000,11142.50047290672182726341120
1647561599999,2022-03-17 23:59,11287.361945150000,12304.99854734000000000000,11076.12909336493741075947520
1647575999999,2022-03-18 03:59,11287.361945150000,12304.99854734000000000000,10939.17165320660838038310400
1647590399999,2022-03-18 07:59,11287.361945150000,12304.99854734000000000000,11006.13387588971431988262400
1647604799999,2022-03-18 11:59,11287.361945150000,12304.99854734000000000000,11015.46919752259438321285120
1647619199999,2022-03-18 15:59,11287.361945150000,12304.99854734000000000000,11409.95546821159790326443520
1647633599999,2022-03-18 19:59,11287.361945150000,12304.99854734000000000000,11683.04316813040583182336000
1647647999999,2022-03-18 23:59,11287.361945150000,12304.99854734000000000000,11576.37628635049354702059520
1647662399999,2022-03-19 03:59,11287.361945150000,12304.99854734000000000000,11611.55114803050154935769600
1647676799999,2022-03-19 07:59,11287.361945150000,12304.99854734000000000000,11519.18267027057012104806400
1647691199999,2022-03-19 11:59,11287.361945150000,12304.99854734000000000000,11605.87905387381492860008960
1647705599999,2022-03-19 15:59,11287.361945150000,12304.99854734000000000000,11689.66061131320688937390080
1647719999999,2022-03-19 19:59,11287.361945150000,12304.99854734000000000000,11620.01989972277671229440000
1647734399999,2022-03-19 23:59,11287.361945150000,12304.99854734000000000000,11623.32862131417724106967040
1647748799999,2022-03-20 03:59,11287.361945150000,12304.99854734000000000000,11554.59386920710673258339840
1647763199999,2022-03-20 07:59,11287.361945150000,12304.99854734000000000000,11523.39735134533031841656320
1647777599999,2022-03-20 11:59,11287.361945150000,12304.99854734000000000000,11369.85691368724387596413440
1647791999999,2022-03-20 15:59,11287.361945150000,12304.99854734000000000000,11241.60456247771861772270080
1647806399999,2022-03-20 19:59,11287.361945150000,12304.99854734000000000000,11327.35559705484898848179200
1647820799999,2022-03-20 23:59,11287.361945150000,12304.99854734000000000000,11270.94977183002092650337280
1647835199999,2022-03-21 03:59,11287.361945150000,12304.99854734000000000000,11201.58478703887412682181120
1647849599999,2022-03-21 07:59,11287.361945150000,12304.99854734000000000000,11382.42217782601493167022080
1647863999999,2022-03-21 11:59,11287.361945150000,12304.99854734000000000000,11446.78469068730616998917120
1647878399999,2022-03-21 15:59,11287.361945150000,12304.99854734000000000000,11639.71467110016081214720000
1647892799999,2022-03-21 19:59,11287.361945150000,12304.99854734000000000000,11493.81580473649940043765760
1647907199999,2022-03-21 23:59,11287.361945150000,12304.99854734000000000000,11383.80081182243181865991680
1647921599999,2022-03-22 03:59,11287.361945150000,12304.99854734000000000000,11843.87067119812439122132480
1647935999999,2022-03-22 07:59,11287.361945150000,12304.99854734000000000000,11789.39493356827997102848000
1647950399999,2022-03-22 11:59,11287.361945150000,12304.99854734000000000000,11898.66152517000695701181440
1647964799999,2022-03-22 15:59,11287.361945150000,12304.99854734000000000000,11827.83912729693373394114560
1647979199999,2022-03-22 19:59,11287.361945150000,12304.99854734000000000000,11755.99260131223653767813120
1647993599999,2022-03-22 23:59,11287.361945150000,12304.99854734000000000000,11697.38096169314145651619840
1648007999999,2022-03-23 03:59,11287.361945150000,12304.99854734000000000000,11608.20303689634625238272000
1648022399999,2022-03-23 07:59,11287.361945150000,12304.99854734000000000000,11615.84460819077128312560640
1648036799999,2022-03-23 11:59,11287.361945150000,12304.99854734000000000000,11617.38080035820724291412480
1648051199999,2022-03-23 15:59,11287.361945150000,12304.99854734000000000000,11941.39917905893045369239040
1648065599999,2022-03-23 19:59,11287.361945150000,12304.99854734000000000000,11671.06874713295629911285760
1648079999999,2022-03-23 23:59,11287.361945150000,12304.99854734000000000000,11958.76996741378322976256000
1648094399999,2022-03-24 03:59,11287.361945150000,12304.99854734000000000000,11882.47242309779722693281280
1648108799999,2022-03-24 07:59,11287.361945150000,12304.99854734000000000000,11964.56023019873415511928320
1648123199999,2022-03-24 11:59,11287.361945150000,12304.99854734000000000000,12008.32201219928162499220480
1648137599999,2022-03-24 15:59,11287.361945150000,12304.99854734000000000000,12268.64750026554465684651520
1648151999999,2022-03-24 19:59,11287.361945150000,12304.99854734000000000000,12245.32889095472188262080000
1648166399999,2022-03-24 23:59,11287.361945150000,12304.99854734000000000000,12253.24618904843029076162560
1648180799999,2022-03-25 03:59,11287.361945150000,12304.99854734000000000000,12351.79882502086032642503680
1648195199999,2022-03-25 07:59,11287.361945150000,12304.99854734000000000000,12323.87163920772967283376640
1648209599999,2022-03-25 11:59,11287.361945150000,12304.99854734000000000000,12476.66367555347551949178880
1648223999999,2022-03-25 15:59,11287.361945150000,12304.99854734000000000000,12291.84794094810312647311360
1648238399999,2022-03-25 19:59,11287.361945150000,12304.99854734000000000000,12269.90796563369723923709440
1648252799999,2022-03-25 23:59,11287.361945150000,12304.99854734000000000000,12219.29240319382010261539840
1648267199999,2022-03-26 03:59,11287.361945150000,12304.99854734000000000000,12244.10781512932406842992640
1648281599999,2022-03-26 07:59,11287.361945150000,12304.99854734000000000000,12346.59940537723092406389760
1648295999999,2022-03-26 11:59,11287.361945150000,12304.99854734000000000000,12300.27730309762352121011200
1648310399999,2022-03-26 15:59,11287.361945150000,12304.99854734000000000000,12275.34372253385525079646720
1648324799999,2022-03-26 19:59,11287.361945150000,12304.99854734000000000000,12303.50724560351451358597120
1648339199999,2022-03-26 23:59,11287.361945150000,12304.99854734000000000000,12388.11598344075660655360000
1648353599999,2022-03-27 03:59,11287.361945150000,12304.99854734000000000000,12383.23168013916534979010560
1648367999999,2022-03-27 07:59,11287.361945150000,12304.99854734000000000000,12428.64782293541308405066240
1648382399999,2022-03-27 11:59,11287.361945150000,12304.99854734000000000000,12394.30014165325521390737920
1648396799999,2022-03-27 15:59,11287.361945150000,12304.99854734000000000000,12488.59870700817028400258560
1648411199999,2022-03-27 19:59,11287.361945150000,12304.99854734000000000000,12509.51455421095219804625920
1648425599999,2022-03-27 23:59,11287.361945150000,12304.99854734000000000000,12981.51944504133953511846400
1648439999999,2022-03-28 03:59,11287.361945150000,12304.99854734000000000000,13045.68501018885693243888640
1648454399999,2022-03-28 07:59,11287.361945150000,12304.99854734000000000000,13074.47876594259248642368000
1648468799999,2022-03-28 11:59,11287.361945150000,12304.99854734000000000000,13182.52428171892165821614080
1648483199999,2022-03-28 15:59,11287.361945150000,12304.99854734000000000000,13225.49827286437376409495040
1648497599999,2022-03-28 19:59,11287.361945150000,12304.99854734000000000000,13431.22985467252807115729920
1648511999999,2022-03-28 23:59,11287.361945150000,12304.99854734000000000000,13128.32427088836061542123520
1648526399999,2022-03-29 03:59,11287.361945150000,12304.99854734000000000000,13274.30191633753156353018880
1648540799999,2022-03-29 07:59,11287.361945150000,12304.99854734000000000000,13340.43695862278737083589120
1648555199999,2022-03-29 11:59,11287.361945150000,12304.99854734000000000000,13648.26623525130085153515520
1648569599999,2022-03-29 15:59,11287.361945150000,12304.99854734000000000000,13404.56313422754999995660800
1648583999999,2022-03-29 19:59,11287.361945150000,12304.99854734000000000000,13509.33931795523341117350400
1648598399999,2022-03-29 23:59,11287.361945150000,12304.99854734000000000000,13394.55819036783887723138560
1648612799999,2022-03-30 03:59,11287.361945150000,12304.99854734000000000000,13329.95934025001902971420160
1648627199999,2022-03-30 07:59,11287.361945150000,12304.99854734000000000000,13426.26677228542727799439360
1648641599999,2022-03-30 11:59,11287.361945150000,12304.99854734000000000000,13424.33668469044363620881920
1648655999999,2022-03-30 15:59,11287.361945150000,12304.99854734000000000000,13324.12968792231333615777280
1648670399999,2022-03-30 19:59,11287.361945150000,12304.99854734000000000000,13373.24844773750928119065600
1648684799999,2022-03-30 23:59,11287.361945150000,12304.99854734000000000000,13336.57678343282008726474240
1648699199999,2022-03-31 03:59,11287.361945150000,12304.99854734000000000000,13382.66254845589888092029440
1648713599999,2022-03-31 07:59,11287.361945150000,12304.99854734000000000000,13404.87825056958814555425280
1648727999999,2022-03-31 11:59,11287.361945150000,12304.99854734000000000000,13428.74831347897767457584640
1648742399999,2022-03-31 15:59,11287.361945150000,12304.99854734000000000000,13198.43765699184801089720320
1648756799999,2022-03-31 19:59,11287.361945150000,12304.99854734000000000000,12933.81870876531524527498240
1648771199999,2022-03-31 23:59,11287.361945150000,12304.99854734000000000000,12925.82263158609730073474560
1648785599999,2022-04-01 03:59,11287.361945150000,12304.99854734000000000000,12802.84847910571098125386240
1648799999999,2022-04-01 07:59,11287.361945150000,12304.99854734000000000000,12917.55082760759597879656960
1648814399999,2022-04-01 11:59,11287.361945150000,12304.99854734000000000000,12939.41202383649232963317760
1648828799999,2022-04-01 15:59,11287.361945150000,12304.99854734000000000000,13520.17144221279466609254400
1648843199999,2022-04-01 19:59,11287.361945150000,12304.99854734000000000000,13666.93687851706097819560960
1648857599999,2022-04-01 23:59,11287.361945150000,12304.99854734000000000000,13610.01898923642092962101760
1648871999999,2022-04-02 03:59,11287.361945150000,12304.99854734000000000000,13687.89211526259766043898880
1648886399999,2022-04-02 07:59,11287.361945150000,12304.99854734000000000000,13725.94241356370374135459840
1648900799999,2022-04-02 11:59,11287.361945150000,12304.99854734000000000000,13739.21668947206062465538560
1648915199999,2022-04-02 15:59,11287.361945150000,12304.99854734000000000000,13635.38585477049165023142400
1648929599999,2022-04-02 19:59,11287.361945150000,12304.99854734000000000000,13670.83644324978302996646400
1648943999999,2022-04-02 23:59,11287.361945150000,12304.99854734000000000000,13564.95735232496610915781120
1648958399999,2022-04-03 03:59,11287.361945150000,12304.99854734000000000000,13614.15489122567159059010560
1648972799999,2022-04-03 07:59,11287.361945150000,12304.99854734000000000000,13747.44910390780717839385600
1648987199999,2022-04-03 11:59,11287.361945150000,12304.99854734000000000000,13727.24226847461109194488320
1649001599999,2022-04-03 15:59,11287.361945150000,12304.99854734000000000000,13787.86277477419935129180160
1649015999999,2022-04-03 19:59,11287.361945150000,12304.99854734000000000000,13736.34125285096254607687680
1649030399999,2022-04-03 23:59,11287.361945150000,12304.99854734000000000000,13872.74723941072482165736960
1649044799999,2022-04-04 03:59,11216.11697185996574710285500,12304.99854734000000000000,13747.40971436505241019415040
1649059199999,2022-04-04 07:59,11239.61749302398097437113500,12329.62243597329304186396400,13795.62251469688868663380480
1649073599999,2022-04-04 11:59,11194.97802267566773630026000,12247.77356427309266604286400,13704.04182779205262231828480
1649087999999,2022-04-04 15:59,11090.62726080767528515393500,12056.44082548144146492988400,13489.95966291988745691834880
1649102399999,2022-04-04 19:59,11219.45773222151693137138500,12292.65842939900900117056400,13754.26349480438207694292480
1649116799999,2022-04-04 23:59,11272.58350187905789040025000,12390.06738767619370650260000,13863.25435960682568552832000
1649131199999,2022-04-05 03:59,11281.06980118828561135824000,12405.62747425317803601353600,13880.66453750443322979819520
1649145599999,2022-04-05 07:59,11286.84893261832530368483500,12416.22382280447279434564400,13892.52078987361845790958080
1649159999999,2022-04-05 11:59,11279.28422237435308183540500,12402.35351938517002098069200,13877.00131002823978722557440
1649174399999,2022-04-05 15:59,11143.92582841495165026565500,12154.16661810069146203929200,13599.30503360712397930109440
1649188799999,2022-04-05 19:59,11167.86794433940180419012000,12198.06577638462688941516800,13648.42379342231992433397760
1649203199999,2022-04-05 23:59,11056.56686493760746393340500,11993.98925627879395236789200,13420.08261407292867064061440
1649217599999,2022-04-06 03:59,11046.39120894281681159360,11768.19198183359601236078000,13167.43808684384543772889600
1649231999999,2022-04-06 07:59,11046.39120894281681159360,11750.33169873737714852224,13178.46715881518053364646400
1649246399999,2022-04-06 11:59,11046.39120894281681159360,11750.33169873737714852224,13017.16698123440475585203200
1649260799999,2022-04-06 15:59,11046.39120894281681159360,11750.33169873737714852224,12829.86970543548196625190400
1649275199999,2022-04-06 19:59,11046.39120894281681159360,11750.33169873737714852224,12704.53218038980955478868480
1649289599999,2022-04-06 23:59,11046.39120894281681159360,11750.33169873737714852224,12480.72079845721664406146560
1649303999999,2022-04-07 03:59,11046.39120894281681159360,11750.33169873737714852224,12547.91935839685119275921920
1649318399999,2022-04-07 07:59,11046.39120894281681159360,11750.33169873737714852224,12703.70499999195942259486720
1649332799999,2022-04-07 11:59,11046.39120894281681159360,11750.33169873737714852224,12808.28423600586899281323520
1649347199999,2022-04-07 15:59,11046.39120894281681159360,11750.33169873737714852224,12602.00120059914793095500800
1649361599999,2022-04-07 19:59,11046.39120894281681159360,11750.33169873737714852224,12675.50208737954539160565760
1649375999999,2022-04-07 23:59,11046.39120894281681159360,11750.33169873737714852224,12711.85863534219643993392640
1649390399999,2022-04-08 03:59,11046.39120894281681159360,11750.33169873737714852224,12871.26811487074334414248960
1649404799999,2022-04-08 07:59,11046.39120894281681159360,11750.33169873737714852224,12944.37510622359312279608320
1649419199999,2022-04-08 11:59,11046.39120894281681159360,11750.33169873737714852224,12835.02973553635660041333760
1649433599999,2022-04-08 15:59,11046.39120894281681159360,11750.33169873737714852224,12924.75911393171855934269440
1649447999999,2022-04-08 19:59,11046.39120894281681159360,11750.33169873737714852224,12756.60515591161311479948800
1649462399999,2022-04-08 23:59,11046.39120894281681159360,11750.33169873737714852224,12574.78302655560310495843840
1649476799999,2022-04-09 03:59,11046.39120894281681159360,11750.33169873737714852224,12643.67533683369268624353280
1649491199999,2022-04-09 07:59,11046.39120894281681159360,11750.33169873737714852224,12643.36022049165454064588800
1649505599999,2022-04-09 11:59,11046.39120894281681159360,11750.33169873737714852224,12642.53304009380440845207040
1649519999999,2022-04-09 15:59,11046.39120894281681159360,11750.33169873737714852224,12641.78463878146381265766400
1649534399999,2022-04-09 19:59,11046.39120894281681159360,11750.33169873737714852224,12736.12259367913365095257600
1649548799999,2022-04-09 23:59,11046.39120894281681159360,11750.33169873737714852224,12835.46302050665905061009920
1649563199999,2022-04-10 03:59,11046.39120894281681159360,11750.33169873737714852224,12830.53932766231302564689920
1649577599999,2022-04-10 07:59,11046.39120894281681159360,11750.33169873737714852224,12775.03946192084463226170880
1649591999999,2022-04-10 11:59,11046.39120894281681159360,11750.33169873737714852224,12808.71752097617144300999680
1649606399999,2022-04-10 15:59,11046.39120894281681159360,11750.33169873737714852224,12825.49746618970269608458240
1649620799999,2022-04-10 19:59,11046.39120894281681159360,11750.33169873737714852224,12965.96057565320609623475200
1649635199999,2022-04-10 23:59,11046.39120894281681159360,11750.33169873737714852224,12616.73288958943123764490240
1649649599999,2022-04-11 03:59,11046.39120894281681159360,11750.33169873737714852224,12507.50568753045901986127360
1649663999999,2022-04-11 07:59,11046.39120894281681159360,11750.33169873737714852224,12520.50423663953252576412160
1649678399999,2022-04-11 11:59,11046.39120894281681159360,11750.33169873737714852224,12020.09948548295731670417920
1649692799999,2022-04-11 15:59,11046.39120894281681159360,11750.33169873737714852224,11830.32066849048413052259840
1649707199999,2022-04-11 19:59,11046.39120894281681159360,11750.33169873737714852224,11835.08680316381108268697600
1649721599999,2022-04-11 23:59,11046.39120894281681159360,11750.33169873737714852224,11737.16439987545733821885440
1649735999999,2022-04-12 03:59,11046.39120894281681159360,11750.33169873737714852224,11750.16294898453084412170240
1649750399999,2022-04-12 07:59,11046.39120894281681159360,11750.33169873737714852224,11916.34742986689787867962880
1649764799999,2022-04-12 11:59,11046.39120894281681159360,11750.33169873737714852224,11978.34657016290302501624320
1649779199999,2022-04-12 15:59,11046.39120894281681159360,11750.33169873737714852224,11994.14177680756507309818880
1649793599999,2022-04-12 19:59,11046.39120894281681159360,11750.33169873737714852224,11709.82805720364820762316800
1649807999999,2022-04-12 23:59,11046.39120894281681159360,11750.33169873737714852224,11925.91908875630655120808960
1649822399999,2022-04-13 03:59,11046.39120894281681159360,11750.33169873737714852224,12010.33087887977480317719040
1649836799999,2022-04-13 07:59,11046.39120894281681159360,11750.33169873737714852224,12019.27230508510718451036160
1649851199999,2022-04-13 11:59,11046.39120894281681159360,11750.33169873737714852224,11872.46747923808610420759040
1649865599999,2022-04-13 15:59,11046.39120894281681159360,11750.33169873737714852224,12184.94472191166223247211520
1649879999999,2022-04-13 19:59,11046.39120894281681159360,11750.33169873737714852224,12155.83584981588853288967680
1649894399999,2022-04-13 23:59,11046.39120894281681159360,11750.33169873737714852224,12282.86712520001597694023680
1649908799999,2022-04-14 03:59,11046.39120894281681159360,11750.33169873737714852224,12281.37032257533478535142400
1649923199999,2022-04-14 07:59,11046.39120894281681159360,11750.33169873737714852224,12264.03892376323677748096000
1649937599999,2022-04-14 11:59,11046.39120894281681159360,11750.33169873737714852224,12103.64470566582066827975680
1649951999999,2022-04-14 15:59,11046.39120894281681159360,11750.33169873737714852224,11879.59698647669914835430400
1649966399999,2022-04-14 19:59,11046.39120894281681159360,11750.33169873737714852224,11800.22705782584122594752000
1649980799999,2022-04-14 23:59,11046.39120894281681159360,11750.33169873737714852224,11903.54582847159821377530880
1649995199999,2022-04-15 03:59,11046.39120894281681159360,11750.33169873737714852224,11982.40369306664414958592000
1650009599999,2022-04-15 07:59,11046.39120894281681159360,11750.33169873737714852224,11953.33421051362521820318720
1650023999999,2022-04-15 11:59,11046.39120894281681159360,11750.33169873737714852224,11924.42228613162535961927680
1650038399999,2022-04-15 15:59,11046.39120894281681159360,11750.33169873737714852224,11930.72461297238827157217280
1650052799999,2022-04-15 19:59,11046.39120894281681159360,11750.33169873737714852224,11906.81516052024397435087360
1650067199999,2022-04-15 23:59,11046.39120894281681159360,11750.33169873737714852224,11976.73159890995752882831360
1650081599999,2022-04-16 03:59,11046.39120894281681159360,11750.33169873737714852224,11967.79017270462514749514240
1650095999999,2022-04-16 07:59,11046.39120894281681159360,11750.33169873737714852224,11953.41298959913475460259840
1650110399999,2022-04-16 11:59,11046.39120894281681159360,11750.33169873737714852224,11972.47752829244256326010880
1650124799999,2022-04-16 15:59,11046.39120894281681159360,11750.33169873737714852224,11885.89931331746206030720000
1650139199999,2022-04-16 19:59,11046.39120894281681159360,11750.33169873737714852224,11913.03870827549734990435840
1650153599999,2022-04-16 23:59,11046.39120894281681159360,11750.33169873737714852224,12050.54760203239313507660800
1650167999999,2022-04-17 03:59,11046.39120894281681159360,11750.33169873737714852224,11932.69409011012668155745280
1650182399999,2022-04-17 07:59,11046.39120894281681159360,11750.33169873737714852224,11966.52970733647256510456320
1650196799999,2022-04-17 11:59,11046.39120894281681159360,11750.33169873737714852224,12006.23436643327891040780800
1650211199999,2022-04-17 15:59,11046.39120894281681159360,11750.33169873737714852224,12104.51127560642556867328000
1650225599999,2022-04-17 19:59,11046.39120894281681159360,11750.33169873737714852224,12022.10835216345049488916480
1650239999999,2022-04-17 23:59,11046.39120894281681159360,11750.33169873737714852224,11769.93649944742448037391360
1650254399999,2022-04-18 03:59,11046.39120894281681159360,11750.33169873737714852224,11797.98185388881943856430080
1650268799999,2022-04-18 07:59,11046.39120894281681159360,11750.33169873737714852224,11392.03322625817837239838720
1650283199999,2022-04-18 11:59,11046.39120894281681159360,11750.33169873737714852224,11469.74879411333603041753600
1650297599999,2022-04-18 15:59,11046.39120894281681159360,11750.33169873737714852224,11479.20228437448039834688000
1650311999999,2022-04-18 19:59,11046.39120894281681159360,11750.33169873737714852224,11839.49843195234512105400320
1650326399999,2022-04-18 23:59,11046.39120894281681159360,11750.33169873737714852224,12035.81591304210982838671360
1650340799999,2022-04-19 03:59,11046.39120894281681159360,11750.33169873737714852224,11964.99351516903660531604480
1650355199999,2022-04-19 07:59,11046.39120894281681159360,11750.33169873737714852224,11970.62621978296845787394560
1650369599999,2022-04-19 11:59,11046.39120894281681159360,11750.33169873737714852224,11980.47360547166050780034560
1650383999999,2022-04-19 15:59,11046.39120894281681159360,11750.33169873737714852224,12252.30084002231585396869120
1650398399999,2022-04-19 19:59,11046.39120894281681159360,11750.33169873737714852224,12252.81290407812784056486400
1650412799999,2022-04-19 23:59,11046.39120894281681159360,11750.33169873737714852224,12217.83499011189367922629120
1650427199999,2022-04-20 03:59,11046.39120894281681159360,11750.33169873737714852224,12177.85460421580395652510720
1650441599999,2022-04-20 07:59,11046.39120894281681159360,11750.33169873737714852224,12170.48875972066230318016000
1650455999999,2022-04-20 11:59,11046.39120894281681159360,11750.33169873737714852224,12418.76104770396626592455680
1650470399999,2022-04-20 15:59,11046.39120894281681159360,11750.33169873737714852224,12085.99819051168451481164800
1650484799999,2022-04-20 19:59,11046.39120894281681159360,11750.33169873737714852224,12092.69441277999510876160000
1650499199999,2022-04-20 23:59,11046.39120894281681159360,11750.33169873737714852224,12116.48569660387510138378240
1650513599999,2022-04-21 03:59,11046.39120894281681159360,11750.33169873737714852224,12198.25838736277388397260800
1650527999999,2022-04-21 07:59,11046.39120894281681159360,11750.33169873737714852224,12213.06885543856672706191360
1650542399999,2022-04-21 11:59,11046.39120894281681159360,11750.33169873737714852224,12412.34055223493904937254400
1650556799999,2022-04-21 15:59,11046.39120894281681159360,11750.33169873737714852224,12229.80941110934321193679360
