ts,datetime_utc,equity,B&H BTC (OOS)
1629201599999,2021-08-17 11:59,10000,11282.4393374042000000
1629215999999,2021-08-17 15:59,10000,11012.8593914000000000
1629230399999,2021-08-17 19:59,10000,10949.0447804894000000
1629244799999,2021-08-17 23:59,10000,10763.8405664930000000
1629259199999,2021-08-18 03:59,10000,10850.4944456732000000
1629273599999,2021-08-18 07:59,10000,10825.3384992008000000
1629287999999,2021-08-18 11:59,10000,10776.0356376146000000
1629302399999,2021-08-18 15:59,10000,11034.5330960000000000
1629316799999,2021-08-18 19:59,10000,10813.2493884128000000
1629331199999,2021-08-18 23:59,10000,10766.0898153926000000
1629345599999,2021-08-19 03:59,10000,10607.5538908118000000
1629359999999,2021-08-19 07:59,10000,10755.1855337894000000
1629374399999,2021-08-19 11:59,10000,10648.0789020350000000
1629388799999,2021-08-19 15:59,10000,11024.7991944452000000
1629403199999,2021-08-19 19:59,10000,11248.8619526000000000
1629417599999,2021-08-19 23:59,10000,11261.0522073428000000
1629431999999,2021-08-20 03:59,10000,11331.8818739756000000
1629446399999,2021-08-20 07:59,10000,11278.5982753112000000
1629460799999,2021-08-20 11:59,10000,11299.9974463196000000
1629475199999,2021-08-20 15:59,10000,11732.5178953172000000
1629489599999,2021-08-20 19:59,10000,11724.2770711904000000
1629503999999,2021-08-20 23:59,10000,11877.9942087818000000
1629518399999,2021-08-21 03:59,10000,11758.9574067398000000
1629532799999,2021-08-21 07:59,10000,11786.9068529162000000
1629547199999,2021-08-21 11:59,10000,11680.3781866178000000
1629561599999,2021-08-21 15:59,10000,11843.9207369612000000
1629575999999,2021-08-21 19:59,10000,11795.2030653992000000
1629590399999,2021-08-21 23:59,10000,11757.4402474178000000
1629604799999,2021-08-22 03:59,10000,11749.7653478000000000
1629619199999,2021-08-22 07:59,10000,11847.2994266894000000
1629633599999,2021-08-22 11:59,10000,11832.1350580376000000
1629647999999,2021-08-22 15:59,10000,11686.3360471934000000
1629662399999,2021-08-22 19:59,10000,11715.5329354790000000
1629676799999,2021-08-22 23:59,10000,11857.9460320268000000
1629691199999,2021-08-23 03:59,10000,12103.7691896000000000
1629705599999,2021-08-23 07:59,10000,12072.4747683470000000
1629719999999,2021-08-23 11:59,10000,12136.2436236590000000
1629734399999,2021-08-23 15:59,10000,11929.8906903518000000
1629748799999,2021-08-23 19:59,10000,11858.0592169286000000
1629763199999,2021-08-23 23:59,10000,11918.0616640190000000
1629777599999,2021-08-24 03:59,10000,11880.0869253704000000
1629791999999,2021-08-24 07:59,10000,11985.7992154622000000
1629806399999,2021-08-24 11:59,10000,11903.8870612106000000
1629820799999,2021-08-24 15:59,10000,11634.3504626156000000
1629835199999,2021-08-24 19:59,10000,11618.0855514080000000
1629849599999,2021-08-24 23:59,10000,11481.0138189494000000
1629863999999,2021-08-25 03:59,10000,11553.7218733142000000
1629878399999,2021-08-25 07:59,10000,11594.3359875452000000
1629892799999,2021-08-25 11:59,10000,11455.9686491894000000
1629907199999,2021-08-25 15:59,10000,11757.5895551606000000
1629921599999,2021-08-25 19:59,10000,11716.5660487316000000
1629935999999,2021-08-25 23:59,10000,11793.9122758808000000
1629950399999,2021-08-26 03:59,10000,11538.2757465026000000
1629964799999,2021-08-26 07:59,10000,11292.6307949450000000
1629979199999,2021-08-26 11:59,10000,11279.1786489566000000
1629993599999,2021-08-26 15:59,10000,11270.5356572000000000
1630007999999,2021-08-26 19:59,10000,11304.1901040650000000
1630022399999,2021-08-26 23:59,10000,11281.1003840978000000
1630036799999,2021-08-27 03:59,10000,11275.8890622362000000
1630051199999,2021-08-27 07:59,10000,11435.1209535536000000
1630065599999,2021-08-27 11:59,10000,11427.9903047402000000
1630079999999,2021-08-27 15:59,10000,11603.9904188498000000
1630094399999,2021-08-27 19:59,10001.8995926735000000,11630.2444996886000000
1630108799999,2021-08-27 23:59,10042.1058346850000000,11817.1705691060000000
1630123199999,2021-08-28 03:59,10030.8702979685000000,11764.9345328306000000
1630137599999,2021-08-28 07:59,10035.8952365000000000,11788.2963782000000000
1630151999999,2021-08-28 11:59,10014.1619661200000000,11722.0037403968000000
1630166399999,2021-08-28 15:59,10035.0859431980000000,11754.8514438128000000
1630180799999,2021-08-28 19:59,10017.6184446815000000,11716.5154767542000000
1630195199999,2021-08-28 23:59,10038.4809363065000000,11775.1356231290000000
1630209599999,2021-08-29 03:59,9966.6661090205000000,11614.2589384514000000
1630223999999,2021-08-29 07:59,9994.8418705550000000,11675.1355582940000000
1630238399999,2021-08-29 11:59,9964.0769502710000000,11598.0445992212000000
1630252799999,2021-08-29 15:59,9983.3826517445000000,11673.8953407530000000
1630267199999,2021-08-29 19:59,10019.4483899045000000,11751.9977393738000000
1630281599999,2021-08-29 23:59,10019.6978242205000000,11744.4263919002000000
1630295999999,2021-08-30 03:59,9942.2250969980000000,11550.8585361176000000
1630310399999,2021-08-30 07:59,9951.1881849380000000,11542.7573869760000000
1630324799999,2021-08-30 11:59,9954.0340781960000000,11536.1011514744000000
1630339199999,2021-08-30 15:59,9977.5637829380000000,11564.2480691816000000
1630353599999,2021-08-30 19:59,10080.2554399865000000,11708.8237198106000000
1630367999999,2021-08-30 23:59,9930.8185244885000000,11314.5838495154000000
1630382399999,2021-08-31 03:59,9919.9209582640000000,11354.9860430792000000
1630396799999,2021-08-31 07:59,9989.6724049960000000,11502.0252714644000000
1630411199999,2021-08-31 11:59,10031.3064952300000000,11552.1758157194000000
1630425599999,2021-08-31 15:59,10006.1973654940000000,11414.3358708422000000
1630439999999,2021-08-31 19:59,10022.2354453600000000,11390.9475353894000000
1630454399999,2021-08-31 23:59,10030.8717803800000000,11342.9956680566000000
1630468799999,2021-09-01 03:59,10038.3778567900000000,11329.2111919310000000
1630483199999,2021-09-01 07:59,10081.6812520480000000,11359.8818921294000000
1630497599999,2021-09-01 11:59,10140.2413902220000000,11490.4780032914000000
1630511999999,2021-09-01 15:59,10240.6014437080000000,11436.3370892006000000
1630526399999,2021-09-01 19:59,10319.7221537980000000,11595.6412262000000000
1630540799999,2021-09-01 23:59,10418.2932260560000000,11754.7069524488000000
1630555199999,2021-09-02 03:59,10346.5269621580000000,11935.4945470856000000
1630569599999,2021-09-02 07:59,10326.9042245380000000,12004.1351695538000000
1630583999999,2021-09-02 11:59,10376.4842368960000000,12058.6421284334000000
1630598399999,2021-09-02 15:59,10375.7051547580000000,11930.5481260580000000
1630612799999,2021-09-02 19:59,10418.0502832420000000,11882.2278057470000000
1630627199999,2021-09-02 23:59,10407.7084214560000000,11859.7329085616000000
1630641599999,2021-09-03 03:59,10422.7513654540000000,11915.1670203602000000
1630655999999,2021-09-03 07:59,10403.8343194360000000,11873.8135919834000000
1630670399999,2021-09-03 11:59,10571.3585395240000000,12081.7438893476000000
1630684799999,2021-09-03 15:59,10576.2271300600000000,12173.7126425336000000
1630699199999,2021-09-03 19:59,10566.9228536500000000,12168.4266668006000000
1630713599999,2021-09-03 23:59,10541.8208327980000000,12040.9491609116000000
1630727999999,2021-09-04 03:59,10517.4189890680000000,12107.9666637242000000
1630742399999,2021-09-04 07:59,10516.8335730700000000,12086.2592444726000000
1630756799999,2021-09-04 11:59,10498.9530994420000000,12017.7823788836000000
1630771199999,2021-09-04 15:59,10519.1148834760000000,12010.6998938582000000
1630785599999,2021-09-04 19:59,10434.3113099380000000,12035.0924442908000000
1630799999999,2021-09-04 23:59,10461.4853307160000000,12020.8407794216000000
1630814399999,2021-09-05 03:59,10420.8083444200000000,11960.0508543974000000
1630828799999,2021-09-05 07:59,10468.3728742780000000,12006.7528714316000000
1630843199999,2021-09-05 11:59,10511.6189549080000000,12089.0262540932000000
1630857599999,2021-09-05 15:59,10564.2948502840000000,12092.9202963530000000
1630871999999,2021-09-05 19:59,10655.9958155260000000,12206.0112787664000000
1630886399999,2021-09-05 23:59,10709.3279939620000000,12464.2462445072000000
1630900799999,2021-09-06 03:59,10654.9871272240000000,12425.3323119926000000
1630915199999,2021-09-06 07:59,10760.5536110680000000,12473.7128370386000000
1630929599999,2021-09-06 11:59,10700.1344926660000000,12378.4641298898000000
1630943999999,2021-09-06 15:59,10810.9821760240000000,12427.5382134830000000
1630958399999,2021-09-06 19:59,10801.2221098600000000,12454.2546666866000000
1630972799999,2021-09-06 23:59,10767.8966626660000000,12682.6738394660000000
1630987199999,2021-09-07 03:59,10741.3937720860000000,12680.3282629904000000
1631001599999,2021-09-07 07:59,10716.0871400500000000,12605.6551260752000000
1631015999999,2021-09-07 11:59,10510.08829110,12267.8824808312000000
1631030399999,2021-09-07 15:59,10510.08829110,11235.8745871658000000
1631044799999,2021-09-07 19:59,10510.08829110,11245.1509327346000000
1631059199999,2021-09-07 23:59,10510.08829110,11285.8830482462000000
1631073599999,2021-09-08 03:59,10510.08829110,11186.3477639654000000
1631087999999,2021-09-08 07:59,10510.08829110,10856.3993260820000000
1631102399999,2021-09-08 11:59,10510.08829110,11172.7848412646000000
1631116799999,2021-09-08 15:59,10510.08829110,11098.9160396090000000
1631131199999,2021-09-08 19:59,10510.08829110,11182.9546251008000000
1631145599999,2021-09-08 23:59,10510.08829110,11089.5144681914000000
1631159999999,2021-09-09 03:59,10510.08829110,11078.1478142234000000
1631174399999,2021-09-09 07:59,10510.08829110,11144.1057137000000000
1631188799999,2021-09-09 11:59,10510.08829110,11148.4765774610000000
1631203199999,2021-09-09 15:59,10510.08829110,11319.0967964510000000
1631217599999,2021-09-09 19:59,10510.08829110,11216.2911909650000000
1631231999999,2021-09-09 23:59,10510.08829110,11173.0377011516000000
1631246399999,2021-09-10 03:59,10510.08829110,11251.2003045074000000
1631260799999,2021-09-10 07:59,10510.08829110,11116.5439860170000000
1631275199999,2021-09-10 11:59,10510.08829110,11157.7986786284000000
1631289599999,2021-09-10 15:59,10510.08829110,10938.4126242884000000
1631303999999,2021-09-10 19:59,10510.08829110,10993.5408960332000000
1631318399999,2021-09-10 23:59,10510.08829110,10801.1578694354000000
1631332799999,2021-09-11 03:59,10510.08829110,10883.2699034072000000
1631347199999,2021-09-11 07:59,10510.08829110,10847.6503739918000000
1631361599999,2021-09-11 11:59,10510.08829110,10970.7257096576000000
1631375999999,2021-09-11 15:59,10510.08829110,10975.2892285706000000
1631390399999,2021-09-11 19:59,10510.08829110,10923.0483759164000000
1631404799999,2021-09-11 23:59,10510.08829110,10878.8894068886000000
1631419199999,2021-09-12 03:59,10510.08829110,10913.2277795432000000
1631433599999,2021-09-12 07:59,10510.08829110,10923.0387431588000000
1631447999999,2021-09-12 11:59,10510.08829110,11098.5668521460000000
1631462399999,2021-09-12 15:59,10510.08829110,11050.6655567906000000
1631476799999,2021-09-12 19:59,10510.08829110,11054.4897615578000000
1631491199999,2021-09-12 23:59,10510.08829110,11083.9587752456000000
1631505599999,2021-09-13 03:59,10510.08829110,10745.0181581426000000
1631519999999,2021-09-13 07:59,10510.08829110,10709.5792429322000000
1631534399999,2021-09-13 11:59,10510.08829110,10803.1638912056000000
1631548799999,2021-09-13 15:59,10510.08829110,10683.2529164114000000
1631563199999,2021-09-13 19:59,10510.08829110,10774.8484002404000000
1631577599999,2021-09-13 23:59,10510.08829110,10822.7882266262000000
1631591999999,2021-09-14 03:59,10510.08829110,10882.0585841390000000
1631606399999,2021-09-14 07:59,10510.08829110,11010.4560183788000000
1631620799999,2021-09-14 11:59,10510.08829110,11071.5710489720000000
1631635199999,2021-09-14 15:59,10510.08829110,11259.5591299148000000
1631649599999,2021-09-14 19:59,10510.08829110,11192.2430116166000000
1631663999999,2021-09-14 23:59,10510.08829110,11345.5555733888000000
1631678399999,2021-09-15 03:59,10510.08829110,11336.8764587912000000
1631692799999,2021-09-15 07:59,10510.08829110,11360.3225907896000000
1631707199999,2021-09-15 11:59,10540.7059457000000000,11453.7362576156000000
1631721599999,2021-09-15 15:59,10542.6594902000000000,11628.8742399200000000
1631735999999,2021-09-15 19:59,10521.5612096000000000,11577.6857660336000000
1631750399999,2021-09-15 23:59,10522.3426274000000000,11588.7562127054000000
1631764799999,2021-09-16 03:59,10555.5528839000000000,11466.8223588152000000
1631779199999,2021-09-16 07:59,10586.4933439664000000,11642.2445074688000000
1631793599999,2021-09-16 11:59,10537.2567441287000000,11534.2348046894000000
1631807999999,2021-09-16 15:59,10522.9284186968000000,11564.3925605456000000
1631822399999,2021-09-16 19:59,10441.3381966907000000,11422.2539975894000000
1631836799999,2021-09-16 23:59,10456.4800469834000000,11496.3804755108000000
1631851199999,2021-09-17 03:59,10458.8960178941000000,11535.3955519802000000
1631865599999,2021-09-17 07:59,10421.2819566071000000,11492.0240608862000000
1631879999999,2021-09-17 11:59,10311.0915781892000000,11415.8843366264000000
1631894399999,2021-09-17 15:59,10317.1508756264000000,11445.7362524288000000
1631908799999,2021-09-17 19:59,10315.8877887776000000,11439.5134910192000000
1631923199999,2021-09-17 23:59,10306.0284769586000000,11390.9403108212000000
1631937599999,2021-09-18 03:59,10336.5591044699000000,11541.3534125558000000
1631951999999,2021-09-18 07:59,10370.6507179307000000,11709.3101740694000000
1631966399999,2021-09-18 11:59,10358.1933772412000000,11647.9374672104000000
1631980799999,2021-09-18 15:59,10360.5313588193000000,11659.4558371106000000
1631995199999,2021-09-18 19:59,10353.2485682000000000,11623.5762232400000000
1632009599999,2021-09-18 23:59,10354.5556480118000000,11630.0157216956000000
1632023999999,2021-09-19 03:59,10332.6637720016000000,11522.1625512272000000
1632038399999,2021-09-19 07:59,10347.9547483190000000,11597.4955320380000000
1632052799999,2021-09-19 11:59,10307.3849266511000000,11397.6230364062000000
1632067199999,2021-09-19 15:59,10322.9774991704000000,11474.4418700768000000
1632081599999,2021-09-19 19:59,10309.7796102704000000,11409.4207562768000000
1632095999999,2021-09-19 23:59,10303.1821322525000000,11376.9174239450000000
1632110399999,2021-09-20 03:59,10260.21054096,10967.7684530744000000
1632124799999,2021-09-20 07:59,10260.21054096,10794.8917606166000000
1632139199999,2021-09-20 11:59,10260.21054096,10533.5694960650000000
1632153599999,2021-09-20 15:59,10260.21054096,10558.8867912272000000
1632167999999,2021-09-20 19:59,10260.21054096,10560.1799889350000000
1632182399999,2021-09-20 23:59,10260.21054096,10359.1852770428000000
1632196799999,2021-09-21 03:59,10260.21054096,10279.0864894094000000
1632211199999,2021-09-21 07:59,10260.21054096,10427.9270434658000000
1632225599999,2021-09-21 11:59,10260.21054096,10425.0131342918000000
1632239999999,2021-09-21 15:59,10260.21054096,10372.9577122214000000
1632254399999,2021-09-21 19:59,10260.21054096,10117.8871073522000000
1632268799999,2021-09-21 23:59,10260.21054096,9809.8194783572000000
1632283199999,2021-09-22 03:59,10260.21054096,10127.1490037846000000
1632297599999,2021-09-22 07:59,10260.21054096,10244.6469728000000000
1632311999999,2021-09-22 11:59,10260.21054096,10097.3428435808000000
1632326399999,2021-09-22 15:59,10260.21054096,10409.1166760624000000
1632340799999,2021-09-22 19:59,10260.21054096,10448.1148952060000000
1632355199999,2021-09-22 23:59,10260.21054096,10486.3352691734000000
1632369599999,2021-09-23 03:59,10260.21054096,10614.2004935558000000
1632383999999,2021-09-23 07:59,10260.21054096,10651.6285732106000000
1632398399999,2021-09-23 11:59,10260.21054096,10511.5104811610000000
1632412799999,2021-09-23 15:59,10260.21054096,10535.4671493122000000
1632427199999,2021-09-23 19:59,10260.21054096,10781.0880189758000000
1632441599999,2021-09-23 23:59,10260.21054096,10804.6136212244000000
1632455999999,2021-09-24 03:59,10260.21054096,10664.4016097882000000
1632470399999,2021-09-24 07:59,10260.21054096,10793.3432948324000000
1632484799999,2021-09-24 11:59,10260.21054096,10000.8177960500000000
1632499199999,2021-09-24 15:59,10260.21054096,10101.1212927494000000
1632513599999,2021-09-24 19:59,10260.21054096,10204.0521240842000000
1632527999999,2021-09-24 23:59,10260.21054096,10309.8053533958000000
1632542399999,2021-09-25 03:59,10260.21054096,10261.0491508034000000
1632556799999,2021-09-25 07:59,10260.21054096,10204.1942072588000000
1632571199999,2021-09-25 11:59,10260.21054096,10231.4091556682000000
1632585599999,2021-09-25 15:59,10260.21054096,10275.9438022424000000
1632599999999,2021-09-25 19:59,10260.21054096,10274.9781182930000000
1632614399999,2021-09-25 23:59,10260.21054096,10276.1075591216000000
1632628799999,2021-09-26 03:59,10260.21054096,10165.7546880560000000
1632643199999,2021-09-26 07:59,10260.21054096,9929.4968587796000000
1632657599999,2021-09-26 11:59,10260.21054096,10370.7325452158000000
1632671999999,2021-09-26 15:59,10260.21054096,10438.2003794462000000
1632686399999,2021-09-26 19:59,10260.21054096,10416.2401003076000000
1632700799999,2021-09-26 23:59,10260.21054096,10394.1714526460000000
1632715199999,2021-09-27 03:59,10260.21054096,10605.5743591250000000
1632729599999,2021-09-27 07:59,10260.21054096,10521.1143404882000000
1632743999999,2021-09-27 11:59,10260.21054096,10535.4815984486000000
1632758399999,2021-09-27 15:59,10260.21054096,10426.0462475444000000
1632772799999,2021-09-27 19:59,10260.21054096,10358.2701650708000000
1632787199999,2021-09-27 23:59,10260.21054096,10150.0894160090000000
1632801599999,2021-09-28 03:59,10260.21054096,10249.0780412960000000
1632815999999,2021-09-28 07:59,10260.21054096,10060.4806884350000000
1632830399999,2021-09-28 11:59,10260.21054096,10139.0454594206000000
1632844799999,2021-09-28 15:59,10260.21054096,9981.4752187892000000
1632859199999,2021-09-28 19:59,10260.21054096,10018.7563988906000000
1632873599999,2021-09-28 23:59,10260.21054096,9880.1771398676000000
1632887999999,2021-09-29 03:59,10260.21054096,10162.7661250106000000
1632902399999,2021-09-29 07:59,10260.21054096,10223.0334729350000000
1632916799999,2021-09-29 11:59,10260.21054096,10210.9275048212000000
1632931199999,2021-09-29 15:59,10260.21054096,10042.1134278812000000
1632945599999,2021-09-29 19:59,10260.21054096,9923.8424300684000000
1632959999999,2021-09-29 23:59,10260.21054096,10000.0423590632000000
1632974399999,2021-09-30 03:59,10260.21054096,10497.8030670962000000
1632988799999,2021-09-30 07:59,10260.21054096,10424.5098227072000000
1633003199999,2021-09-30 11:59,10260.21054096,10372.8324863726000000
1633017599999,2021-09-30 15:59,10260.21054096,10391.3105236388000000
1633031999999,2021-09-30 19:59,10260.21054096,10483.6140151514000000
1633046399999,2021-09-30 23:59,10260.21054096,10553.8825736540000000
1633060799999,2021-10-01 03:59,10260.21054096,10508.5339590626000000
1633075199999,2021-10-01 07:59,10260.21054096,10786.1090938748000000
1633089599999,2021-10-01 11:59,10260.21054096,11436.2383534352000000
1633103999999,2021-10-01 15:59,10251.5555930464000000,11406.2804772992000000
1633118399999,2021-10-01 19:59,10327.5073022600000000,11566.7429534000000000
1633132799999,2021-10-01 23:59,10345.7715943853000000,11593.6207552934000000
1633147199999,2021-10-02 03:59,10248.0817940732000000,11444.1275819096000000
1633161599999,2021-10-02 07:59,10270.9319269673000000,11493.2955848894000000
1633175999999,2021-10-02 11:59,10290.8319458285000000,11483.2871497430000000
1633190399999,2021-10-02 15:59,10366.1082430796000000,11518.2227533688000000
1633204799999,2021-10-02 19:59,10463.4758549027000000,11617.3125226106000000
1633219199999,2021-10-02 23:59,10351.9326754370000000,11471.5953902060000000
1633233599999,2021-10-03 03:59,10382.8368954818000000,11535.1137938204000000
1633247999999,2021-10-03 07:59,10377.2659710827000000,11534.4708072506000000
1633262399999,2021-10-03 11:59,10407.3685133078000000,11553.4641970484000000
1633276799999,2021-10-03 15:59,10411.5300268286000000,11530.5767649908000000
1633291199999,2021-10-03 19:59,10513.3641845348000000,11746.0952671544000000
1633305599999,2021-10-03 23:59,10423.4961600173000000,11607.6845813894000000
1633319999999,2021-10-04 03:59,10302.6688988267000000,11431.5929560826000000
1633334399999,2021-10-04 07:59,10365.0253124942000000,11520.6357591476000000
1633348799999,2021-10-04 11:59,10293.4584646805000000,11459.7832211990000000
1633363199999,2021-10-04 15:59,10318.2452157179000000,11501.2955900762000000
1633377599999,2021-10-04 19:59,10458.5281502600000000,11891.8485224000000000
1633391999999,2021-10-04 23:59,10432.3356627662000000,11854.5071375636000000
1633406399999,2021-10-05 03:59,10442.6693485364000000,11874.1916777192000000
1633420799999,2021-10-05 07:59,10462.3249473623000000,11915.0899582994000000
1633435199999,2021-10-05 11:59,10511.1325394138000000,12011.5499847164000000
1633449599999,2021-10-05 15:59,10507.0536201161000000,11991.4440114158000000
1633463999999,2021-10-05 19:59,10619.4530339903000000,12327.7572938834000000
1633478399999,2021-10-05 23:59,10663.9153547627000000,12395.6393366906000000
1633492799999,2021-10-06 03:59,10622.9691133913000000,12405.7103847614000000
1633507199999,2021-10-06 07:59,10588.6970084027000000,12390.3413200106000000
1633521599999,2021-10-06 11:59,10506.7906506488000000,12355.8006594464000000
1633535999999,2021-10-06 15:59,10884.6034397687000000,13241.4436177586000000
1633550399999,2021-10-06 19:59,10859.5837505027000000,13257.2895040106000000
1633564799999,2021-10-06 23:59,10851.5389960100000000,13321.1089313000000000
1633579199999,2021-10-07 03:59,10771.4718071462000000,13199.7217364036000000
1633593599999,2021-10-07 07:59,10861.7511020816000000,13186.4718783248000000
1633607999999,2021-10-07 11:59,10818.5134604042000000,13078.0118441276000000
1633622399999,2021-10-07 15:59,10779.2678468027000000,12980.3477230106000000
1633636799999,2021-10-07 19:59,10799.9964253748000000,12995.4639278744000000
1633651199999,2021-10-07 23:59,10775.9220280706000000,12952.7089332668000000
1633665599999,2021-10-08 03:59,10767.0731857706000000,12959.9335014668000000
1633679999999,2021-10-08 07:59,10848.2107728647000000,13204.1648458466000000
1633694399999,2021-10-08 11:59,10865.4707147456000000,13303.7025383168000000
1633708799999,2021-10-08 15:59,10820.4450378932000000,13082.6596496696000000
1633723199999,2021-10-08 19:59,10845.4586020904000000,13169.7494111312000000
1633737599999,2021-10-08 23:59,10764.2380404539000000,12992.7354492842000000
1633751999999,2021-10-09 03:59,10809.3328709834000000,13139.4303065852000000
1633766399999,2021-10-09 07:59,10841.9551779215000000,13225.3954435970000000
